STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-30% ^Decreasing^,-30,260590,3723,3717,3671,3564,3546,3603,3513,3271,3341,3230,3236,3345,3346,3370,3520,3491,3396,3270,3106,2919,2834,2727,2547,2582,2534,2436,2417,2485,2382,2373,Minimal ^Level 2^,Green,24743,32,75% ^Elevated^,59% ^Normal^,0.9 ^0.8 - 1.0^,74.0,73.14,65.14,69.0,71.86,71.14,63.29,56.14,52.29,60.71,60.43,61.43,61.29,66.86,66.0
Hawaii,Hawaii,Red,Decreasing,-11% ^Decreasing^,-11,6984,45,48,61,71,80,82,80,105,119,128,132,143,164,179,170,195,221,200,204,211,221,225,236,219,219,218,219,223,253,196,Minimal ^Level 1^,Green,2435,38,57% ^Normal^,87% ^Constrained^,1.0 ^0.9 - 1.1^,22.0,1.86,1.57,1.29,1.29,1.29,0.86,0.57,0.71,0.71,0.86,1.0,1.0,1.29,1.0
Idaho,Idaho,Bruised Red,Decreasing,-37% ^Decreasing^,-37,30475,490,486,480,501,494,470,452,426,430,433,450,457,483,475,489,480,489,462,464,426,427,406,390,366,356,314,312,313,304,307,Minimal ^Level 1^,Green,2248,22,52% ^Normal^,50% ^Normal^,0.8 ^0.7 - 1.0^,66.0,4.14,4.0,5.14,4.86,4.57,4.86,5.14,6.43,6.71,5.57,5.29,5.43,5.86,6.29
Illinois,Illinois 😷,Bruised Red,Increasing,15% ^Increasing^,15,227044,1442,1413,1434,1488,1519,1508,1518,1574,1627,1652,1670,1749,1737,1740,1751,1734,1717,1745,1693,1719,1784,1811,1904,1904,1903,1979,2026,2003,1994,1975,Minimal ^Level 1^,Green,48847,75,54% ^Normal^,60% ^Normal^,1.0 ^0.9 - 1.1^,77.0,16.29,15.71,13.86,15.71,17.29,18.14,19.43,19.86,19.14,20.86,19.14,18.57,19.0,20.86
Indiana,Indiana 😷,Red,Increasing,7% ^Increasing^,7,89359,823,804,807,794,800,784,789,797,811,823,871,881,924,937,944,935,936,911,913,870,859,855,831,816,812,806,788,941,939,1003,Minimal ^Level 1^,Green,12643,38,65% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,59.0,13.14,12.86,13.14,13.14,13.0,13.71,13.43,12.29,13.57,12.86,12.43,12.86,10.86,11.29
Iowa,Iowa,Bruised Red,Increasing,66% ^Increasing^,66,58235,472,498,486,473,472,470,470,466,483,475,469,472,471,461,470,450,425,438,501,520,522,517,497,526,582,563,550,559,620,707,Minimal ^Level 2^,Green,4498,19,66% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,55.0,7.29,7.57,6.86,6.43,6.86,7.0,7.86,7.86,7.86,8.29,8.71,9.0,9.0,8.71
Kansas,Kansas 😷,Bruised Red,Increasing,43% ^Increasing^,43,39937,405,395,395,386,386,386,386,386,407,407,404,404,404,408,408,404,404,464,464,464,491,491,478,478,424,424,424,462,462,578,Minimal ^Level 1^,Green,5037,26,63% ^Normal^,55% ^Normal^,1.0 ^0.9 - 1.1^,45.0,3.86,3.14,3.14,3.14,2.57,2.57,2.29,2.29,2.43,2.43,2.43,3.0,3.0,3.71
Kentucky,Kentucky 😷,Red,Flat,-3% ^Flat^,-3,45230,581,598,606,603,566,587,558,582,573,553,521,551,542,535,514,601,633,643,622,619,634,644,569,563,567,476,602,601,610,615,Minimal ^Level 1^,Green,7510,37,79% ^Elevated^,67% ^Normal^,1.0 ^0.9 - 1.1^,49.0,5.14,5.71,5.43,5.71,6.14,6.71,7.43,8.57,8.57,7.71,9.71,9.57,9.29,8.57
Louisiana,Louisiana 😷,Bruised Red,Decreasing,-38% ^Decreasing^,-38,144960,2065,1917,1833,1792,1792,1739,1561,1918,1881,1824,1781,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,712,712,718,726,713,722,Minimal ^Level 2^,Green,14742,62,66% ^Normal^,66% ^Normal^,0.8 ^0.6 - 0.9^,137.0,36.57,31.86,31.86,34.86,34.14,34.43,35.43,33.57,36.71,36.71,34.14,34.0,34.71,34.57
Maine,Maine 😷,Green,Increasing,68% ^Increasing^,68,4389,16,20,22,22,21,21,20,20,18,16,15,13,12,11,11,11,13,14,17,18,21,23,23,23,24,25,24,23,22,22,Minimal ^Level 1^,Green,3536,175,68% ^Normal^,63% ^Normal^,1.1 ^0.7 - 1.4^,135.0,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.29,0.43,0.43,0.57,0.57,0.57,0.71
Maryland,Maryland 😷,Red,Decreasing,-26% ^Decreasing^,-26,105486,854,873,906,940,902,932,895,904,877,833,780,745,747,731,713,708,736,724,730,673,637,627,609,581,575,547,556,565,544,548,Minimal ^Level 1^,Green,12486,69,69% ^Normal^,71% ^Elevated^,0.9 ^0.8 - 1.0^,131.0,9.86,9.43,8.43,7.71,7.14,6.57,7.0,7.0,6.14,7.0,7.43,7.57,8.14,8.0
Massachusetts,Massachusetts 😷,Yellow,Flat,-4% ^Flat^,-4,126756,307,338,350,375,396,403,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,269,345,344,384,352,309,373,405,334,Minimal ^Level 1^,Green,19647,178,53% ^Normal^,73% ^Elevated^,1.0 ^0.9 - 1.1^,260.0,14.14,13.57,13.86,13.43,13.14,12.57,15.29,14.0,13.86,14.71,13.14,16.43,17.29,15.86
Michigan,Michigan 😷,Yellow,Flat,4% ^Flat^,4,109480,700,749,764,786,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,770,Minimal ^Level 1^,Green,32166,127,75% ^Elevated^,65% ^Normal^,1.0 ^0.9 - 1.1^,96.0,7.0,6.0,9.43,10.43,9.43,10.71,11.29,11.29,9.71,9.86,9.57,10.14,10.86,10.29
Minnesota,Minnesota,Red,Increasing,6% ^Increasing^,6,71236,689,712,710,711,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,660,Minimal ^Level 1^,Green,8303,38,72% ^Elevated^,64% ^Normal^,1.0 ^0.9 - 1.1^,72.0,7.71,8.29,8.0,7.71,8.14,8.57,8.57,8.57,8.57,8.86,8.71,8.43,8.29,8.29
Mississippi,Mississippi 😷,Bruised Red,Flat,-1% ^Flat^,-1,80110,1254,1248,1361,1298,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,794,Minimal ^Level 1^,Green,3580,14,75% ^Elevated^,58% ^Normal^,1.0 ^0.9 - 1.1^,68.0,26.57,27.86,29.43,26.86,26.14,26.29,24.86,25.57,24.43,22.43,22.29,21.86,26.71,30.0
Missouri,Missouri,Bruised Red,Flat,0% ^Flat^,0,78062,1437,1527,1591,1567,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,Minimal ^Level 1^,Green,8192,24,60% ^Normal^,47% ^Normal^,0.9 ^0.8 - 1.0^,49.0,6.43,4.86,6.43,9.43,12.71,12.86,13.0,13.14,12.0,11.29,8.43,4.29,5.43,5.0
Montana,Montana,Red,Flat,3% ^Flat^,3,6785,109,123,129,132,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,118,Minimal ^Level 1^,Green,4532,116,59% ^Normal^,62% ^Normal^,1.0 ^0.8 - 1.2^,37.0,2.29,1.57,1.0,1.0,1.0,1.0,0.57,1.14,1.14,1.14,1.14,1.29,1.86,2.0
Nebraska,Nebraska,Red,Decreasing,-13% ^Decreasing^,-13,32348,293,281,277,278,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,218,Minimal ^Level 1^,Green,2340,33,58% ^Normal^,48% ^Normal^,0.9 ^0.8 - 1.0^,101.0,3.0,2.86,2.29,2.29,2.29,2.0,2.43,2.14,1.86,2.14,2.14,2.43,3.0,2.14
Nevada,Nevada 😷,Bruised Red,Decreasing,-29% ^Decreasing^,-29,66666,1058,1021,986,1029,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,520,Minimal ^Level 1^,Green,3518,21,73% ^Elevated^,72% ^Elevated^,0.8 ^0.7 - 0.9^,86.0,18.57,17.86,17.14,16.43,16.29,17.29,19.71,20.29,20.0,18.29,17.86,17.57,18.29,16.57
New Hampshire,New Hampshire,Green,Decreasing,-39% ^Decreasing^,-39,7159,36,34,31,32,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,18,Minimal ^Level 1^,Green,1975,96,50% ^Normal^,65% ^Normal^,0.8 ^0.4 - 1.3^,280.0,0.57,0.43,0.57,0.57,0.57,0.71,1.0,0.86,0.86,0.86,0.86,0.86,0.71,0.43
New Jersey,New Jersey 😷,Green,Decreasing,-35% ^Decreasing^,-35,190306,434,446,440,474,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,268,Minimal ^Level 1^,Green,23410,175,64% ^Normal^,74% ^Elevated^,0.8 ^0.7 - 1.0^,489.0,8.29,8.14,7.86,7.43,7.43,7.0,7.29,7.0,6.86,6.14,6.29,6.14,5.43,-1.71
New Mexico,New Mexico 😷,Yellow,Decreasing,-24% ^Decreasing^,-24,24535,327,325,330,318,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,137,Minimal ^Level 1^,Green,6511,144,63% ^Normal^,67% ^Normal^,0.8 ^0.7 - 1.0^,122.0,4.0,4.0,4.0,4.29,4.14,4.0,4.29,4.86,5.29,5.14,4.57,4.43,4.14,3.86
New York,New York 😷,Green,Decreasing,-8% ^Decreasing^,-8,431340,671,672,668,652,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,591,Minimal ^Level 1^,Green,78462,268,60% ^Normal^,74% ^Elevated^,0.9 ^0.8 - 1.0^,503.0,6.14,6.0,7.0,6.86,7.43,7.57,7.43,6.71,6.57,5.43,5.43,5.57,4.71,5.0
North Carolina,North Carolina,Bruised Red,Increasing,16% ^Increasing^,16,158985,1889,1836,1900,1879,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,Minimal ^Level 1^,Green,20415,39,74% ^Elevated^,74% ^Elevated^,1.1 ^1.0 - 1.2^,67.0,27.86,25.57,26.14,25.57,25.14,27.43,26.0,25.43,25.86,25.43,26.29,26.71,24.86,25.0
North Dakota,North Dakota,Bruised Red,Increasing,51% ^Increasing^,51,10467,133,123,115,122,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,214,Minimal ^Level 1^,Green,1799,25,35% ^Normal^,61% ^Normal^,1.2 ^1.0 - 1.3^,31.0,1.0,1.0,1.0,1.0,0.57,1.0,0.86,1.0,1.0,1.0,1.0,1.0,0.86,1.0
Ohio,Ohio 😷,Red,Decreasing,-16% ^Decreasing^,-16,117584,1326,1307,1349,1345,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,958,Minimal ^Level 1^,Green,22777,72,62% ^Normal^,67% ^Normal^,0.9 ^0.8 - 1.0^,83.0,19.57,18.86,22.29,22.43,22.71,23.29,24.71,24.86,24.43,21.57,21.71,22.0,17.86,19.57
Oklahoma,Oklahoma,Bruised Red,Flat,5% ^Flat^,5,54838,1064,1046,1110,1053,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,702,Minimal ^Level 1^,Green,7806,34,63% ^Normal^,63% ^Normal^,1.0 ^0.9 - 1.1^,52.0,6.43,6.29,7.71,8.29,8.57,9.14,10.29,10.14,10.14,9.71,9.29,9.29,8.86,9.14
Oregon,Oregon 😷,Yellow,Decreasing,-18% ^Decreasing^,-18,25571,325,333,345,341,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,243,Minimal ^Level 1^,Green,4512,56,78% ^Elevated^,86% ^Constrained^,0.9 ^0.8 - 1.0^,70.0,6.29,5.29,4.43,4.57,4.43,4.14,4.71,4.14,4.14,4.43,4.14,4.57,4.43,3.57
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-22% ^Decreasing^,-22,130536,946,975,960,925,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,627,Minimal ^Level 1^,Green,13387,65,72% ^Elevated^,73% ^Elevated^,0.9 ^0.8 - 1.0^,142.0,18.14,21.14,21.71,22.0,21.57,21.0,19.71,18.43,16.14,15.86,15.71,15.86,15.14,14.43
Rhode Island,Rhode Island 😷,Red,Flat,5% ^Flat^,5,21454,106,105,115,114,114,114,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,94,Minimal ^Level 1^,Green,6414,206,87% ^Severely constrained^,101% ^Constrained^,1.1 ^0.9 - 1.2^,156.0,0.71,1.0,1.0,1.0,1.14,1.14,1.29,1.29,1.29,1.86,1.86,1.71,2.14,2.0
South Carolina,South Carolina,Bruised Red,Decreasing,-20% ^Decreasing^,-20,114093,1539,1543,1567,1487,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,812,Minimal ^Level 2^,Green,6535,24,76% ^Elevated^,82% ^Constrained^,0.9 ^0.8 - 1.0^,95.0,34.71,34.57,36.14,34.0,34.14,35.0,30.86,30.71,36.43,33.29,33.57,31.86,26.57,30.43
South Dakota,South Dakota,Bruised Red,Increasing,61% ^Increasing^,61,11571,68,81,77,81,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,152,144,Minimal ^Level 1^,Green,960,20,48% ^Normal^,40% ^Normal^,1.2 ^1.1 - 1.3^,53.0,1.0,0.86,0.86,1.0,1.0,1.14,1.14,1.29,1.29,1.14,1.14,1.14,1.0,1.0
Tennessee,Tennessee,Bruised Red,Decreasing,-21% ^Decreasing^,-21,147353,2078,2344,2269,2412,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,Minimal ^Level 1^,Green,24738,55,72% ^Elevated^,72% ^Elevated^,0.9 ^0.8 - 1.0^,72.0,18.14,17.14,18.57,20.43,22.0,22.14,23.29,25.0,31.86,31.14,28.71,28.71,28.86,28.0
Texas,Texas 😷,Bruised Red,Decreasing,-24% ^Decreasing^,-24,592137,7504,7384,7283,7303,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,Minimal ^Level 1^,Green,35350,21,80% ^Constrained^,75% ^Elevated^,0.8 ^0.7 - 0.9^,80.0,212.29,215.14,213.86,217.71,220.57,220.0,217.86,214.86,207.0,203.71,198.14,194.43,189.43,178.0
Utah,Utah,Red,Increasing,6% ^Increasing^,6,50174,549,517,514,462,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,379,Minimal ^Level 1^,Green,3852,31,56% ^Normal^,56% ^Normal^,1.0 ^0.9 - 1.1^,89.0,3.29,3.57,4.0,3.86,2.71,2.86,3.71,4.0,3.29,3.14,3.14,3.71,4.0,3.43
Vermont,Vermont 😷,Green,Increasing,13% ^Increasing^,13,1577,6,6,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,6,Minimal ^Level 1^,Green,1278,136,53% ^Normal^,37% ^Normal^,0.8 ^-0.1 - 1.6^,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-17% ^Decreasing^,-17,115458,1089,1086,1095,1075,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,920,Minimal ^Level 1^,Green,14361,47,65% ^Normal^,58% ^Normal^,1.0 ^0.9 - 1.1^,85.0,9.14,7.57,8.43,7.86,8.29,7.43,8.29,9.14,9.43,8.86,12.29,12.29,14.0,15.0
Washington,Washington 😷,Yellow,Decreasing,-70% ^Decreasing^,-70,71705,766,746,727,711,701,688,669,659,637,634,630,623,619,613,591,573,559,554,551,544,521,509,504,480,454,431,419,330,245,168,Minimal ^Level 1^,Green,5152,45,88% ^Severely constrained^,85% ^Constrained^,0.9 ^0.8 - 1.0^,294.0,14.29,11.86,11.86,11.14,13.29,12.57,13.29,14.0,14.43,13.57,13.0,11.71,11.71,9.57
West Virginia,West Virginia,Yellow,Decreasing,-15% ^Decreasing^,-15,9540,139,160,125,135,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,106,Minimal ^Level 2^,Green,5697,164,75% ^Elevated^,73% ^Elevated^,0.8 ^0.7 - 1.0^,60.0,4.14,4.29,4.14,3.0,2.71,2.43,1.86,1.86,1.86,2.29,2.57,2.71,3.29,3.43
Wisconsin,Wisconsin,Red,Decreasing,-12% ^Decreasing^,-12,77092,890,915,916,887,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,708,Minimal ^Level 1^,Green,8482,36,57% ^Normal^,64% ^Normal^,0.9 ^0.8 - 1.0^,73.0,5.71,5.0,6.0,5.86,5.86,6.57,7.0,7.0,6.14,6.29,6.14,6.14,6.14,5.86
Wyoming,Wyoming,Yellow,Increasing,58% ^Increasing^,58,3684,50,49,49,46,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,36,Minimal ^Level 1^,Green,1069,89,41% ^Normal^,39% ^Normal^,1.0 ^0.7 - 1.3^,68.0,0.43,0.29,0.29,0.29,0.71,0.71,0.71,0.57,1.0,1.0,1.0,0.57,0.43,0.43
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-38% ^Decreasing^,-38,30744,414,432,443,402,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,401,Moderate ^Level 7^,Yellow,401,3,58% ^Normal^,57% ^Normal^,0.9 ^0.8 - 1.0^,51.0,6.86,7.43,7.86,8.0,8.0,8.43,8.71,8.71,8.14,7.43,7.86,7.86,7.0,6.86
United States,United States,Red,Decreasing,-23% ^Decreasing^,-23,5791039,64794,64455,64152,63062,62541,60506,59711,59054,56960,54780,53882,52829,53379,52284,52830,53367,53015,52197,52542,51379,50770,48639,47045,45891,44584,43169,42462,41992,41348,41071,N/A ^Not Available^,Green,695823,51,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1067.14,1050.43,1069.0,1069.43,1066.71,1048.0,1034.14,1029.71,1016.29,989.14,982.43,973.14,966.0,941.0
