date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-03-02,ME,0,1.3669852921973973,1.3606131868637874,1.1625384657370177,1.569081619800992,61.42647366451663,0.0,0.0,0.0,0.0,,,
2020-03-03,ME,1,1.3641021532296589,1.3504682497878866,1.1744375978570656,1.5568334600427267,0.6027469596476249,0.0,0.0,0.0,0.0,,,
2020-03-04,ME,2,1.3578928528814327,1.3480848174772777,1.1743122657776812,1.5446885318276835,8.54536804890836,0.0,0.0,0.0,0.0,,,
2020-03-05,ME,3,1.35353306393545,1.3429937724707215,1.1875564183464788,1.537238944779002,16.212702689130154,0.0,0.0,0.0,0.0,,,
2020-03-06,ME,4,1.3459551658139115,1.3348789929312033,1.1861798792659153,1.5131353707381514,17.445237711225385,0.0,0.0,0.0,0.0,,,
2020-03-07,ME,5,1.3368066643629353,1.3299438110763695,1.1833276903050702,1.4827029520943191,17.394361443868295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,ME,6,1.324452868076782,1.3176110640626295,1.1588329128816721,1.4530586659140354,18.189339916307173,3.984131581236428,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,ME,7,1.3077745697784071,1.302627959462555,1.1588506387516908,1.4507994231807744,19.373942140085376,6.191216109282048,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,ME,8,1.2913025385905064,1.2866499563688931,1.1393636812161168,1.4132372408521334,20.53102989714697,7.5086759554906095,0.0,0.0,0.0,19.0,0.0,0.0
2020-03-11,ME,9,1.2778315666724722,1.2732695960418847,1.1372234485846444,1.3982279380831,21.64399007132952,8.627873818676589,0.0,0.0,0.0,22.0,0.0,0.0
2020-03-12,ME,10,1.2621399283957333,1.2614647168797488,1.1344645936884228,1.3786379775936983,22.763502086462196,10.054185234785026,1.3730812466783957,1.0,39.0,24.0,1.0,0.0
2020-03-13,ME,11,1.2409466535149372,1.2376665503414799,1.137894016288362,1.3732353367814931,23.900213505586944,11.130966829565036,2.746162493356791,2.0,25.0,28.0,2.0,0.0
2020-03-14,ME,12,1.2194851469464418,1.2135978089222892,1.117791550193059,1.3427891201408562,25.041205156629115,12.652287190578914,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,ME,13,1.1988585371911675,1.197232833273171,1.082008714057884,1.2915875448464094,26.16004516992412,13.452360134341495,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,ME,14,1.1796335235507625,1.1765920492572606,1.083680632076852,1.2745449813931864,27.234633164530678,14.459649924228367,19.22313745349754,14.0,670.0,687.0,14.0,0.0
2020-03-17,ME,15,1.1599186548013762,1.1581118067324772,1.0590557753321663,1.249749957992912,28.25558146700605,15.77001325300818,20.596218700175935,15.0,554.0,554.0,15.0,0.0
2020-03-18,ME,16,1.1382947732349378,1.137434492306812,1.0378393831095307,1.2208190171821751,29.219395958109164,16.669158600809762,15.103893713462353,11.0,378.0,378.0,11.0,0.0
2020-03-19,ME,17,1.1179399851866108,1.116987772383001,1.0211585989109673,1.210541678356553,30.11765217035107,17.761416561482704,13.730812466783956,10.0,344.0,344.0,10.0,0.0
2020-03-20,ME,18,1.0982452263516342,1.0977463586851544,1.004131719190383,1.1833850817602165,30.933995300358127,18.8204904931673,5.492324986713582,4.0,264.0,264.0,4.0,0.0
2020-03-21,ME,19,1.0784095227023804,1.0767371670439163,0.9864487331560422,1.1535425196956477,31.6570074356466,20.108694124138232,21.969299946854328,16.0,16.0,16.0,16.0,0.0
2020-03-22,ME,20,1.0594516137357723,1.05705820304029,0.981235011995777,1.1358195839486078,32.22232519248259,21.103232836280803,21.969299946854328,16.0,16.0,16.0,16.0,0.0
2020-03-23,ME,21,1.0440650386594623,1.042012644917324,0.9540111365156636,1.1154477920366441,32.76145613897991,22.162529135479573,24.71546244021112,18.0,545.0,545.0,18.0,0.0
2020-03-24,ME,22,1.0295571087188855,1.0272405151775357,0.9513063913078637,1.1085678520467828,33.176317806078785,23.251753477388398,24.71546244021112,18.0,241.0,241.0,18.0,0.0
2020-03-25,ME,23,1.0159948704839878,1.0122394832436326,0.9359453406742856,1.0950192383029351,33.478474067876355,24.33532112294268,32.95394992028149,24.0,187.0,187.0,24.0,0.0
2020-03-26,ME,24,1.0037366176230431,1.001908513740918,0.9259732554796742,1.0871244072005273,33.69099744663229,25.3743971171138,8.238487480070372,6.0,223.0,223.0,6.0,0.0
2020-03-27,ME,25,0.9945405403593136,0.9918351873510334,0.9114794010561852,1.066455184222516,33.81931399649377,26.431706744792987,17.85005620681914,13.0,13.0,13.0,13.0,1.0
2020-03-28,ME,26,0.9898086453842524,0.9886167834334406,0.9106459527714654,1.0665573714462913,33.866136739098785,27.39755749500009,59.04249360717101,43.0,43.0,43.0,43.0,0.0
2020-03-29,ME,27,0.9872707817932664,0.9869045764640794,0.9020353520937482,1.059483250601001,33.844735250429856,28.280199001318998,57.66941236049262,42.0,42.0,42.0,42.0,2.0
2020-03-30,ME,28,0.9817087025210864,0.9831691216451116,0.9021803790146354,1.0595363274781986,33.78002725024306,29.11198293535043,30.20778742692471,22.0,22.0,22.0,22.0,0.0
2020-03-31,ME,29,0.9801429704437477,0.9787712342356324,0.9053328629974908,1.0589447424448812,33.69345024182708,29.916040015899128,18.97737507900022,28.0,2722.0,2722.0,28.0,2.0
2020-04-01,ME,30,0.9799600989754188,0.9769450847129084,0.8903136237950945,1.0432815432746227,33.58297909236742,30.62359925507735,56.29633111381421,41.0,41.0,41.0,41.0,2.0
2020-04-02,ME,31,0.9805472085126776,0.9779809428245628,0.8991711146062874,1.0515937976024772,33.4514847037075,31.26426098132935,43.938599893708655,32.0,32.0,32.0,32.0,0.0
2020-04-03,ME,32,0.9824135397667304,0.9780844849033064,0.9010241883853792,1.0581813657397718,33.31441701746171,31.79106799316023,76.89254981399016,56.0,56.0,56.0,56.0,2.0
2020-04-04,ME,33,0.9876369021079482,0.9846338987771652,0.9131409236707088,1.0675942175985709,33.180967594037085,32.267173503868534,32.95394992028149,24.0,24.0,24.0,24.0,1.0
2020-04-05,ME,34,0.9927729550957703,0.9902775803764392,0.9180452141783002,1.0700875482941212,33.057711602399515,32.652390802448146,19.22313745349754,14.0,14.0,14.0,14.0,0.0
2020-04-06,ME,35,0.9974710772008504,0.9961878050046772,0.920359483356243,1.0735006339277098,32.95864257379479,32.97777672884791,39.819356153673475,29.0,29.0,29.0,29.0,0.0
2020-04-07,ME,36,1.004614704817534,1.004043263289451,0.9373030335349424,1.092206615101288,32.89363670102272,33.21839345819443,27.46162493356791,20.0,20.0,20.0,20.0,2.0
2020-04-08,ME,37,1.0151583215111477,1.014602030669405,0.935501957183594,1.100375398917268,32.862341919128944,33.41120047358728,24.71546244021112,18.0,18.0,18.0,18.0,2.0
2020-04-09,ME,38,1.0238973998193546,1.0225836943944413,0.9449148799649136,1.108735351776602,32.870851934998214,33.53804388164842,31.580868673603096,23.0,23.0,23.0,23.0,2.0
2020-04-10,ME,39,1.0353397094948074,1.0328490006065865,0.9562736112193848,1.1140607984663184,32.93628719577641,33.626277170722084,35.70011241363828,26.0,26.0,26.0,26.0,1.0
2020-04-11,ME,40,1.0456135087267886,1.0433732723888136,0.9759331643482398,1.1386394798473891,33.064706091986544,33.66718676291543,41.19243740035187,30.0,30.0,30.0,30.0,2.0
2020-04-12,ME,41,1.0526562930103252,1.0528891451566853,0.9753938392878952,1.1365142941439728,33.25935287581865,33.686754390397645,23.342381193532724,17.0,17.0,17.0,17.0,0.0
2020-04-13,ME,42,1.0605422180074442,1.0581600867638858,0.9825427537104452,1.1444377396473973,33.521579628644055,33.683404134719794,21.471204583242802,65.0,5585.0,5585.0,65.0,0.0
2020-04-14,ME,43,1.0669931345286212,1.065953144416271,0.9846869586051992,1.1383517028153471,33.839650601341816,33.680393349970664,49.43092488042224,36.0,36.0,36.0,36.0,1.0
2020-04-15,ME,44,1.0754086653295665,1.0748265197914304,0.9834153835460722,1.1431330155006687,34.206922103549736,33.64936294755626,26.52371831842465,36.0,2504.0,2504.0,36.0,4.0
2020-04-16,ME,45,1.0849004413060923,1.0822184242116724,0.9942087766905386,1.166225252966984,34.62188396116981,33.631530413175405,35.70011241363828,26.0,26.0,26.0,26.0,3.0
2020-04-17,ME,46,1.0907842928871323,1.085665996717056,1.0101108349817098,1.176521400157249,35.09001480257652,33.628914381933576,42.565518647030274,31.0,31.0,31.0,31.0,2.0
2020-04-18,ME,47,1.0957579547694332,1.0923557404762638,1.0030899329550944,1.1817732561928278,35.6221937245156,33.65437324138226,27.46162493356791,20.0,20.0,20.0,20.0,3.0
2020-04-19,ME,48,1.1005049250280283,1.0972342681938445,1.0225776286920405,1.1852373956157518,36.21328149110175,33.6958062111963,27.46162493356791,20.0,20.0,20.0,20.0,2.0
2020-04-20,ME,49,1.1029162979569025,1.0995924801448291,1.0174286699538921,1.1790536276221493,36.85091312129396,33.77886428994337,10.984649973427164,8.0,8.0,8.0,8.0,1.0
2020-04-21,ME,50,1.1051639035940621,1.103489869046565,1.018030629626253,1.1865670781460949,37.53063830631962,33.899071337272375,17.85005620681914,13.0,13.0,13.0,13.0,1.0
2020-04-22,ME,51,1.105903268617218,1.1072080852022206,1.0288710198925357,1.2033910652650623,38.2459563882514,34.06179810303845,12.853893398498258,19.0,2727.0,2727.0,19.0,3.0
2020-04-23,ME,52,1.1068659571844006,1.1070417047406875,1.0320864057470271,1.202227006137472,38.98906190387788,34.27319724750117,41.19243740035187,30.0,30.0,30.0,30.0,5.0
2020-04-24,ME,53,1.101875584333235,1.1018423739946828,1.004513936258344,1.1791013836794162,39.75437811153853,34.52498499275373,38.44627490699508,28.0,28.0,28.0,28.0,3.0
2020-04-25,ME,54,1.101000299564845,1.0991422674864444,1.002800049719376,1.1761428195244488,40.53917789637365,34.82828857914526,34.327031166959884,25.0,25.0,25.0,25.0,3.0
2020-04-26,ME,55,1.096254326500891,1.0965867045386417,1.016887593179875,1.1959423109079863,41.32388079426798,35.180741079127195,34.327031166959884,25.0,25.0,25.0,25.0,0.0
2020-04-27,ME,56,1.0910513603170509,1.0831433864686364,0.992206566515299,1.165981114264408,42.10107109051809,35.58958959990861,10.984649973427164,8.0,8.0,8.0,8.0,1.0
2020-04-28,ME,57,1.0832701218451422,1.0805342227727015,0.990390303015072,1.1622313965462634,42.86654604903599,36.03747712130864,23.342381193532724,17.0,17.0,17.0,17.0,0.0
2020-04-29,ME,58,1.0766879970002567,1.0741688082402523,0.9873152287076749,1.1539449305583156,43.60725429270765,36.535516494839285,10.625612458097004,16.0,2778.0,2778.0,16.0,1.0
2020-04-30,ME,59,1.0701625065652605,1.066964687371333,0.9834862104721884,1.1474134449115772,44.3079772738418,37.080612349827106,53.55016862045743,39.0,39.0,39.0,39.0,1.0
2020-05-01,ME,60,1.0629007065761311,1.0605778897800295,0.96743854902857,1.1350468869498649,44.961392413546285,37.66114392054878,38.44627490699508,28.0,28.0,28.0,28.0,2.0
2020-05-02,ME,61,1.0538417110736786,1.0503307245591125,0.9732497207315344,1.1342325123068309,45.56914562886664,38.28483778852257,39.819356153673475,29.0,29.0,29.0,29.0,1.0
2020-05-03,ME,62,1.0428194578439771,1.0395023002717405,0.9574657348669398,1.1140572210578734,46.127345817202816,38.93839750789815,45.31168114038705,33.0,33.0,33.0,33.0,1.0
2020-05-04,ME,63,1.0343153637072984,1.0320639725043037,0.9447372657267894,1.1061168153867995,46.62170131212679,39.61616624392863,27.46162493356791,20.0,20.0,20.0,20.0,0.0
2020-05-05,ME,64,1.0237532753108107,1.0211450590167153,0.9453464413812692,1.099057769490872,47.03279160519965,40.3098953567909,28.83470618024631,21.0,21.0,21.0,21.0,4.0
2020-05-06,ME,65,1.0106887820378578,1.0109707157340226,0.9397379695839732,1.092365540455006,47.36021074610679,41.02287835325164,20.068537282454773,28.0,2574.0,2574.0,28.0,1.0
2020-05-07,ME,66,1.0016823520841698,0.9986253214636815,0.9168084381177106,1.0742322214432745,47.6023390692212,41.72296152561688,104.35417474755806,76.0,76.0,76.0,76.0,0.0
2020-05-08,ME,67,0.9932911815629676,0.9929002308243576,0.925473495065802,1.0835632671258222,47.73931705426949,42.4292418760196,60.415574853849414,44.0,44.0,44.0,44.0,1.0
2020-05-09,ME,68,0.9828882143152649,0.9831321751416736,0.909365000557564,1.0621933426576375,47.77456924853335,43.12300543373572,46.68476238706545,34.0,34.0,34.0,34.0,1.0
2020-05-10,ME,69,0.9752992721070722,0.9751128106801884,0.8901973354071279,1.0390153983827024,47.726260733720856,43.79641270917401,38.44627490699508,28.0,28.0,28.0,28.0,0.0
2020-05-11,ME,70,0.9663163764082704,0.965222088197432,0.8967076196443606,1.047874593753268,47.592391862624034,44.44203508836895,35.70011241363828,26.0,26.0,26.0,26.0,1.0
2020-05-12,ME,71,0.9585012481456452,0.9542782306685698,0.8784528225480086,1.0300721338355097,47.376195027109134,45.05175991322265,20.596218700175935,15.0,15.0,15.0,15.0,0.0
2020-05-13,ME,72,0.9508452835416809,0.9468635039552916,0.8701145430113452,1.0206748751907162,47.08286285814831,45.617617545287104,52.17708737377903,38.0,38.0,38.0,38.0,1.0
2020-05-14,ME,73,0.9443639943342396,0.9405807450868228,0.8736243181790111,1.022407084782021,46.71470185797627,46.131254173155966,68.65406233391977,50.0,50.0,50.0,50.0,3.0
2020-05-15,ME,74,0.9418772442949814,0.9379007599940521,0.8577139365002849,1.0048146915924634,46.277362000546724,46.58468350737096,52.17708737377903,38.0,38.0,38.0,38.0,0.0
2020-05-16,ME,75,0.9348664276072796,0.9348778403194136,0.8669968456358652,1.0112279674164673,45.78085229121093,46.97189359487042,61.7886561005278,45.0,45.0,45.0,45.0,1.0
2020-05-17,ME,76,0.9323968943047614,0.9288974028236858,0.8663630697253413,1.0101191004638883,45.248442677995826,47.28833387798128,53.55016862045743,39.0,39.0,39.0,39.0,0.0
2020-05-18,ME,77,0.9270014393127808,0.9247924262499432,0.8496662856231827,0.9969886167036296,44.68100711191604,47.530773143456315,35.70011241363828,26.0,26.0,26.0,26.0,1.0
2020-05-19,ME,78,0.9250529975260784,0.9237853578115978,0.8532435568695758,0.995564113090122,44.081097636091116,47.69718362756118,38.44627490699508,28.0,28.0,28.0,28.0,2.0
2020-05-20,ME,79,0.9226644100823204,0.921654417524396,0.8544958581870774,0.991757052780104,43.45274689491925,47.786426597477465,10.710033724091486,78.0,13436.0,13436.0,78.0,0.0
2020-05-21,ME,80,0.9196248602871298,0.9175984257170959,0.8599173133603354,0.9996418505925161,42.80328772141048,47.79848575966856,79.63871230734695,58.0,58.0,58.0,58.0,0.0
2020-05-22,ME,81,0.9161072899756292,0.9140930405534922,0.8542662231847449,0.994796097063006,42.14353712702663,47.734654085713,97.48876851416607,71.0,71.0,71.0,71.0,2.0
2020-05-23,ME,82,0.914978341945368,0.9135654490911927,0.8439112624098886,0.9898222651125601,41.47243943632505,47.598166013427544,89.2502810340957,65.0,65.0,65.0,65.0,2.0
2020-05-24,ME,83,0.9136885038790952,0.9122625470013814,0.8415326836371133,0.9839868917172928,40.78605926094719,47.39333916885282,57.66941236049262,42.0,42.0,42.0,42.0,1.0
2020-05-25,ME,84,0.912331493990856,0.9099160092315748,0.8453979039621313,0.9886591148274304,40.09158942650014,47.125012492944975,26.08854368688952,19.0,19.0,19.0,19.0,0.0
2020-05-26,ME,85,0.9103774698343272,0.9089879914974588,0.8394599099646289,0.9863843090894512,39.39773635636268,46.79809101169764,48.057843633743836,35.0,35.0,35.0,35.0,1.0
2020-05-27,ME,86,0.9099170675230144,0.9073545245720926,0.8427143696041023,0.9842197495347248,38.70594752629134,46.417757116021825,6.41057520042673,28.0,8058.0,8058.0,28.0,2.0
2020-05-28,ME,87,0.9067467417544441,0.9050209881166352,0.8363087122496994,0.9740782153635172,38.013880307422056,45.98969489962587,71.40022482727656,52.0,52.0,52.0,52.0,3.0
2020-05-29,ME,88,0.9066119322023136,0.906523990868739,0.8323889997559846,0.9710601836781444,37.32335033251497,45.519603947026454,50.80400612710064,37.0,37.0,37.0,37.0,1.0
2020-05-30,ME,89,0.9046719323419844,0.9047818731710912,0.8344857504367481,0.9722045640942332,36.63113059153371,45.01228709661974,26.764981847170247,56.0,3860.0,3860.0,56.0,4.0
2020-05-31,ME,90,0.9038188973677066,0.9042243013336382,0.8304286800551532,0.9728480153463056,35.94061901758689,44.47223430408523,59.04249360717101,43.0,43.0,43.0,43.0,0.0
2020-06-01,ME,91,0.9028847166555641,0.903032232715976,0.8345488507317612,0.9764257467931352,35.254721834209036,43.90416276533435,32.95394992028149,24.0,24.0,24.0,24.0,0.0
2020-06-02,ME,92,0.9012672036074784,0.9023376596595324,0.8371520383252494,0.9783170164604684,34.57357940750868,43.31260347996675,15.489179899561794,28.0,3335.0,3335.0,28.0,5.0
2020-06-03,ME,93,0.9004383365043322,0.900866621817596,0.8181718104621909,0.9626836258846596,33.89945780569399,42.70157379549705,56.29633111381421,41.0,41.0,41.0,41.0,1.0
2020-06-04,ME,94,0.8984469405690573,0.8982140867546201,0.8178066263564939,0.9617628495464624,33.22993815860137,42.07460033003621,16.183087395062213,28.0,3192.0,3192.0,28.0,0.0
2020-06-05,ME,95,0.8971999615710188,0.897144268895272,0.8239784616065537,0.9672000038563376,32.56483805392436,41.43454834406633,49.43092488042224,36.0,1331.0,1331.0,36.0,3.0
2020-06-06,ME,96,0.8991964714897834,0.8998316469329241,0.8151462935634333,0.9627070183467588,31.90321208918087,40.78393876775283,55.70425769055203,42.0,1391.0,1391.0,42.0,0.0
2020-06-07,ME,97,0.9004852020171724,0.8987651576634927,0.8211556024759427,0.9676297120004652,31.245435158545213,40.12509454689301,63.16173734720619,46.0,46.0,46.0,46.0,1.0
2020-06-08,ME,98,0.8969436154321088,0.896186871621231,0.8273510394083475,0.968905150494986,30.60284886086149,39.46007503525762,12.409452666168786,18.0,2676.0,2676.0,18.0,0.0
2020-06-09,ME,99,0.8959864689788566,0.8972495520218021,0.8167110421163181,0.964659971529202,29.98268975237757,38.79081741857685,24.71546244021112,18.0,775.0,775.0,18.0,1.0
2020-06-10,ME,100,0.8933834703537056,0.8932495111749295,0.8127214696507966,0.9538959230101224,29.37019556865727,38.1189782517699,37.62567819351965,31.0,1520.0,1520.0,31.0,0.0
2020-06-11,ME,101,0.8913982481665409,0.8915971254683676,0.8235501602079055,0.9577439853254752,28.756863366952434,37.44583513045925,36.4839544437131,30.0,1517.0,1517.0,30.0,0.0
2020-06-12,ME,102,0.8900516646448449,0.8891203708018696,0.8124197660111858,0.9504106991258048,28.14334891949553,36.77232469510359,69.666493709093,54.0,1430.0,1430.0,54.0,0.0
2020-06-13,ME,103,0.8877264475579453,0.8878578160576054,0.8154061189777161,0.9549346630094177,27.530149045864363,36.09921394038777,45.39671269264206,36.0,1463.0,1463.0,36.0,0.0
2020-06-14,ME,104,0.8852571237808027,0.8859011606239886,0.8022173149006884,0.9498825863631069,26.92033623260609,35.42781873788967,44.04203625287488,36.0,1508.0,1508.0,36.0,0.0
2020-06-15,ME,105,0.8822294846279105,0.8799389240876017,0.8063278718778295,0.9525454196561852,26.313966234029213,34.76023166150655,23.342381193532724,17.0,1113.0,1113.0,17.0,1.0
2020-06-16,ME,106,0.8778142182382704,0.8768184322982895,0.7991508035840563,0.941187848257498,25.70807345152657,34.097841606022676,12.172908847018938,9.0,1364.0,1364.0,9.0,0.0
2020-06-17,ME,107,0.8747202605889306,0.8728545004026934,0.8031454859286221,0.9447701076585496,25.100557669968964,33.44094174305107,18.635070333708004,17.0,1683.0,1683.0,17.0,1.0
2020-06-18,ME,108,0.8730526903581673,0.873488024668885,0.8107761112003079,0.9519177507632997,24.48844026296409,32.789215472557714,57.66941236049262,42.0,42.0,42.0,42.0,0.0
2020-06-19,ME,109,0.8716262645173384,0.8688253146365408,0.8023895331860749,0.9430527904368148,23.872968337312685,32.142132703471425,20.82248265278885,35.0,3101.0,3101.0,35.0,0.0
2020-06-20,ME,110,0.8690433282988667,0.8679518117897597,0.7987931511348617,0.9340868647807652,23.260623930783712,31.499339640473245,19.09805344758895,25.0,2415.0,2415.0,25.0,0.0
2020-06-21,ME,111,0.8700015412390214,0.8730610157954382,0.7956022182303012,0.932805469288266,22.656006274469128,30.860589832540818,24.78965155424665,19.0,1414.0,1414.0,19.0,0.0
2020-06-22,ME,112,0.8693611636918273,0.8680110036875465,0.8088439271968302,0.9430699310439694,22.05890126256753,30.22540014825639,19.22313745349754,14.0,14.0,14.0,14.0,0.0
2020-06-23,ME,113,0.8680686563538123,0.8667506705618695,0.7889721105116853,0.9273503011398396,21.474513453683286,29.59312010409911,31.580868673603096,23.0,703.0,703.0,23.0,0.0
2020-06-24,ME,114,0.8691409541097268,0.8658089942115894,0.7936709604356588,0.9303442834343748,20.9060726331845,28.962907387865318,12.182617039865955,23.0,3483.0,3483.0,23.0,1.0
2020-06-25,ME,115,0.8714789445947865,0.8699159490967131,0.7955884744621301,0.9310379103877479,20.349677231845547,28.333869166102208,40.605570615019055,53.0,2408.0,2408.0,53.0,0.0
2020-06-26,ME,116,0.8736340976065139,0.8673819355376218,0.8027516987780071,0.94111426644226,19.80693705993627,27.70562716676364,26.16839663882401,32.0,2256.0,2256.0,32.0,0.0
2020-06-27,ME,117,0.8767033079656791,0.8746871115107671,0.8071140104756895,0.9425151900730088,19.28444205924542,27.07847252830466,46.16618964289162,52.0,2078.0,2078.0,52.0,1.0
2020-06-28,ME,118,0.8800275058974514,0.8779570298059285,0.8094988894149954,0.9500543687482376,18.78538616785065,26.45300646060038,43.67259285500475,37.0,1563.0,1563.0,37.0,0.0
2020-06-29,ME,119,0.8838690077290968,0.8817399206628054,0.8024933549952326,0.9390851213823088,18.310505301346236,25.83024279788188,38.44627490699508,28.0,28.0,28.0,28.0,1.0
2020-06-30,ME,120,0.8872946875093011,0.8871077426047878,0.8114197172931696,0.9559166870728067,17.860587875004274,25.21157700688859,43.8947842849973,34.0,1429.0,1429.0,34.0,0.0
2020-07-01,ME,121,0.8907009983726678,0.8881432218649703,0.8134941858087468,0.962714235969303,17.435829442845886,24.598336543426644,33.04488880931445,41.0,2289.0,2289.0,41.0,0.0
2020-07-02,ME,122,0.8929028845380677,0.8918622723686911,0.81866237540828,0.9580371031027738,17.034338752207525,23.991814847054037,17.540728955050653,34.0,3576.0,3576.0,34.0,0.0
2020-07-03,ME,123,0.8972091838695614,0.8960891988127005,0.8188535358766473,0.9670163614789632,16.653727085123613,23.393635653084267,31.54226380572536,45.0,2632.0,2632.0,45.0,0.0
2020-07-04,ME,124,0.9014977441737254,0.9003716220824949,0.8345242376066663,0.9738548514456388,16.29124326998564,22.80571221536125,17.739153490741273,24.0,2496.0,2496.0,24.0,2.0
2020-07-05,ME,125,0.9035240106542644,0.9033953412557664,0.8357096344371298,0.97924161751217,15.947589016041894,22.23004881889275,16.712478779399937,18.0,1987.0,1987.0,18.0,2.0
2020-07-06,ME,126,0.907321835939703,0.9060992554254657,0.8339514302084468,0.9789103858075846,15.624655344264026,21.668586539849567,9.121740237513436,8.0,1618.0,1618.0,8.0,0.0
2020-07-07,ME,127,0.9096945294300472,0.9068140056307784,0.8331297501881325,0.977515159630962,15.31872578598465,21.123079827686684,23.128925790288033,17.0,1356.0,1356.0,17.0,1.0
2020-07-08,ME,128,0.9138185398117844,0.9105843978820326,0.8345675690310529,0.9820130692505248,15.027609598170415,20.59502230864889,18.15818861256981,20.0,2032.0,2032.0,20.0,0.0
2020-07-09,ME,129,0.9167401074115248,0.9135001371839816,0.8329694734441042,0.9771517535389468,14.750872873010907,20.085520085256128,17.009457815235606,26.0,2820.0,2820.0,26.0,1.0
2020-07-10,ME,130,0.9206878110556892,0.9190749232541378,0.8506550598102479,0.9920961575652544,14.489242984516153,19.595151118521226,9.057150875937387,13.0,2648.0,2648.0,13.0,0.0
2020-07-11,ME,131,0.9232406422679716,0.9222048291646296,0.8566121292849084,1.004857768428853,14.242596739505105,19.124196639037965,26.106678722223005,21.0,1484.0,1484.0,21.0,1.0
2020-07-12,ME,132,0.9267227458087832,0.9240998096176438,0.8510316892907464,1.0026353716530436,14.010529157797981,18.672922550489236,14.460630073310542,19.0,2424.0,2424.0,19.0,2.0
2020-07-13,ME,133,0.9283729762249578,0.9234624642047992,0.850514827731905,1.0053320552128795,13.791601495221947,18.241329069442575,21.269761709772304,19.0,1648.0,1648.0,19.0,0.0
2020-07-14,ME,134,0.933023459007438,0.9319468954543796,0.8649872712097644,1.0175947511570598,13.584679433831976,17.82907210191439,9.754775746395731,8.0,1513.0,1513.0,8.0,0.0
2020-07-15,ME,135,0.9371120846677056,0.933540199890304,0.8590143711182865,1.0063606064310142,13.387756480378075,17.435629317426706,9.014032392689376,12.0,2456.0,2456.0,12.0,0.0
2020-07-16,ME,136,0.9386106110149852,0.9343861302100388,0.8589644701149922,1.014472212568077,13.20239154010943,17.060492246247602,14.57820595051041,20.0,2531.0,2531.0,20.0,0.0
2020-07-17,ME,137,0.9400157884094436,0.9368014218231232,0.8630785077032198,1.0162191998667651,13.030859098737915,16.703180735693937,23.501553669262325,38.0,2983.0,2983.0,38.0,1.0
2020-07-18,ME,138,0.943379637366096,0.9383490784532992,0.8630232086285536,1.0231353271312955,12.869307657517052,16.363239552795054,12.431751772487145,10.0,1484.0,1484.0,10.0,2.0
2020-07-19,ME,139,0.948518176719344,0.944166429916646,0.8636856425891916,1.0215410737718458,12.713912684758384,16.040126755333482,30.159390145343213,41.0,2508.0,2508.0,41.0,0.0
2020-07-20,ME,140,0.9524911893498348,0.9479182698114323,0.8679693699458763,1.0221786809252398,12.566323733990435,15.733240646910742,24.805001183692003,24.0,1785.0,1785.0,24.0,0.0
2020-07-21,ME,141,0.9566848609169994,0.9553487277291239,0.8759171017232696,1.0333956350863236,12.43068082977755,15.44185915878406,7.3281905185187375,12.0,3021.0,3021.0,12.0,1.0
2020-07-22,ME,142,0.9614602018428235,0.9586111097321752,0.8760619858278804,1.0313070365850725,12.307648847502193,15.165326865021967,0.0,0.0,2775.0,2775.0,0.0,0.0
2020-07-23,ME,143,0.965557445768668,0.9649351862463852,0.8897105169190461,1.0416424795590773,12.196060497247107,14.903223409504411,9.720815763085922,14.0,2657.0,2657.0,14.0,0.0
2020-07-24,ME,144,0.9723283378187854,0.9710588955352679,0.8955630893013323,1.0487008101449071,12.09646313262705,14.655060251839588,12.528841854241714,20.0,2945.0,2945.0,20.0,0.0
