Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
20200805,GU,397,,,,135.0,,0.0,,219.0,43.0,,,,5.0,,,,,,,,,5.0,,,5.0
20200805,HI,2763,266,16.0,,468.0,,551.0,,51.0,1411.0,,,,27.0,,,,,,,,,27.0,,,
20200805,IA,47129,31732,3733.0,,2333.0,466.0,466.0,,466.0,7933.0,8866.0,30332.0,7466,900.0,722.0,41.0,,25.0,5.0,11.0,,5.0,89.0,61.0,731.0,107.0
20200805,ID,22707,10820,255.0,,180.0,148.0,65.0,799.0,2566.0,7874.0,3989.0,7730.0,10987,217.0,204.0,3.0,,2.0,2.0,,,4.0,2.0,23.0,193.0,1.0
20200805,IL,187752,45239,30573.0,55187.0,4846.0,261.0,415.0,,6871.0,44360.0,55187.0,88205.0,44360,7770.0,3392.0,2067.0,1570.0,358.0,10.0,9.0,,51.0,313.0,1570.0,5887.0,116.0
20200805,IN,69975,33788,7963.0,,883.0,,,,11346.0,15995.0,7323.0,24287.0,38365,3007.0,1822.0,393.0,,15.0,,,,374.0,403.0,57.0,1452.0,1296.0
20200805,KS,29717,19537,2205.0,,999.0,200.0,,,1615.0,5161.0,9710.0,13570.0,6437,368.0,263.0,66.0,,9.0,3.0,,,17.0,10.0,58.0,294.0,16.0
20200805,KY,32741,16819,2623.0,,516.0,91.0,42.0,1282.0,,11368.0,2936.0,17857.0,11948,752.0,559.0,102.0,,11.0,0.0,,18.0,,62.0,26.0,634.0,92.0
20200805,LA,125943,37524,41962.0,,5120.0,260.0,133.0,,9557.0,31387.0,,,125943,4096.0,1931.0,1960.0,,29.0,4.0,5.0,,20.0,147.0,81.0,3686.0,329.0
20200805,MA,119643,37344,11145.0,23548.0,2524.0,,,,6554.0,38528.0,23548.0,57567.0,38528,8659.0,6515.0,713.0,603.0,220.0,,,,553.0,55.0,603.0,8001.0,55.0
20200805,MD,92426,20106,28480.0,23217.0,1674.0,,,,4070.0,14879.0,23217.0,54330.0,14879,3536.0,1506.0,1447.0,404.0,133.0,,,,36.0,10.0,404.0,3122.0,10.0
20200805,ME,3992,2459,887.0,,104.0,7.0,2.0,30.0,119.0,384.0,165.0,3189.0,638,123.0,111.0,4.0,,,,,,0.0,8.0,0.0,105.0,18.0
20200805,MI,93893,39876,23766.0,,1785.0,371.0,,6205.0,5666.0,16224.0,7511.0,61030.0,25351,6478.0,3375.0,2556.0,,78.0,18.0,,100.0,120.0,231.0,129.0,5376.0,971.0
20200805,MN,57779,26475,11954.0,,3548.0,504.0,119.0,980.0,6549.0,7650.0,10932.0,37261.0,9586,1670.0,1301.0,157.0,,73.0,32.0,3.0,22.0,26.0,56.0,75.0,1531.0,64.0
20200805,MO,55321,26554,11617.0,,,,,2213.0,2766.0,12171.0,4978.0,33745.0,16596,1272.0,751.0,419.0,,,,,8.0,44.0,45.0,41.0,1074.0,155.0
20200805,MP,46,,,,,,,,,46.0,,,,2.0,,,,,,,,,2.0,,,
20200805,MS,63444,19458,26794.0,2101.0,200.0,1209.0,,,5015.0,8667.0,2101.0,38250.0,23093,1804.0,760.0,890.0,27.0,1.0,79.0,,,24.0,23.0,27.0,1575.0,202.0
20200805,MT,4429,2365,22.0,,12.0,502.0,,,38.0,1490.0,184.0,2667.0,1578,65.0,23.0,,,,11.0,,,,31.0,,,
20200805,NC,129288,52788,22680.0,,1593.0,1427.0,240.0,,15406.0,35154.0,33966.0,50064.0,45258,2050.0,1154.0,612.0,,29.0,29.0,4.0,,139.0,83.0,203.0,1672.0,175.0
20200805,ND,7057,,,,,,,,,7057.0,,,,96.0,,,,,,,,,96.0,,,
20200805,NE,27489,16400,1700.0,,1300.0,288.0,38.0,,1700.0,6063.0,9900.0,10700.0,6889,335.0,254.0,24.0,,18.0,10.0,0.0,,12.0,17.0,77.0,218.0,40.0
20200805,NH,6719,4309,341.0,758.0,176.0,,,,248.0,887.0,758.0,5074.0,887,418.0,387.0,9.0,11.0,4.0,,,,1.0,6.0,11.0,401.0,6.0
20200805,NJ,183327,41368,19257.0,34148.0,5714.0,,,,12774.0,70066.0,34148.0,79113.0,70066,15842.0,8455.0,2815.0,3138.0,866.0,,,,287.0,281.0,3138.0,12423.0,281.0
20200805,NM,21566,2898,401.0,8891.0,138.0,7707.0,,,,1531.0,8891.0,11144.0,1531,667.0,98.0,4.0,59.0,1.0,236.0,,,,269.0,59.0,339.0,269.0
20200805,NV,52828,9684,2532.0,11356.0,2296.0,156.0,,,5950.0,20854.0,11356.0,20618.0,20854,890.0,322.0,77.0,122.0,88.0,4.0,,,11.0,266.0,122.0,502.0,266.0
20200805,NY,418225,,,,,,,,,418225.0,,,,28334.0,8666.0,6381.0,6712.0,1693.0,,,,1838.0,3044.0,6712.0,18578.0,3044.0
20200805,OH,96305,47879,23787.0,,2508.0,127.0,165.0,2661.0,6290.0,12888.0,6094.0,66969.0,23242,3596.0,2776.0,682.0,,39.0,2.0,1.0,45.0,22.0,29.0,40.0,3472.0,84.0
20200805,OK,40564,22142,2764.0,,1797.0,3523.0,,,1601.0,8737.0,7507.0,20562.0,12495,583.0,426.0,36.0,,15.0,55.0,,,19.0,32.0,28.0,457.0,98.0
20200805,OR,19979,8117,710.0,,606.0,473.0,429.0,416.0,6738.0,2490.0,7802.0,9703.0,2474,338.0,229.0,9.0,,16.0,6.0,6.0,3.0,31.0,38.0,42.0,247.0,49.0
20200805,PA,115714,38575,15894.0,,1666.0,,,,1335.0,58244.0,9341.0,27066.0,79307,7244.0,5163.0,1522.0,,156.0,,,,348.0,55.0,431.0,6758.0,55.0
20200805,PR,19651,,,,,,,,,19651.0,,,,246.0,,,,,,,,,246.0,,,
20200805,RI,19481,5304,1797.0,6647.0,,,,478.0,545.0,4710.0,6647.0,8124.0,4710,1012.0,669.0,52.0,89.0,,,,0.0,14.0,188.0,89.0,735.0,188.0
20200805,SC,95472,31364,24236.0,,712.0,,,,6415.0,32742.0,7718.0,42452.0,44528,1894.0,845.0,693.0,,16.0,,,,50.0,304.0,65.0,1341.0,487.0
20200805,SD,9168,3882,1032.0,1214.0,725.0,1450.0,,,865.0,0.0,1214.0,7954.0,0,144.0,85.0,2.0,5.0,4.0,35.0,,,13.0,0.0,5.0,139.0,0.0
20200805,TN,114098,51004,22003.0,,1015.0,142.0,83.0,,16183.0,23668.0,18536.0,62165.0,33397,1144.0,661.0,384.0,,15.0,4.0,2.0,,70.0,8.0,104.0,1033.0,7.0
20200805,TX,459887,10268,5444.0,15165.0,711.0,,,,171.0,428128.0,15165.0,16594.0,428128,7497.0,2467.0,971.0,3822.0,180.0,,,,53.0,4.0,3822.0,3671.0,4.0
20200805,UT,42328,16947,1030.0,16143.0,925.0,919.0,1729.0,,5151.0,4691.0,16143.0,21494.0,4691,327.0,168.0,6.0,73.0,17.0,29.0,17.0,,25.0,15.0,73.0,239.0,15.0
20200805,VA,95049,22141,17345.0,26809.0,2829.0,109.0,,422.0,2242.0,23152.0,26809.0,45088.0,23152,2274.0,1231.0,561.0,244.0,126.0,2.0,,1.0,34.0,75.0,244.0,1955.0,75.0
20200805,VI,501,,,,,,,,,501.0,,,,9.0,,,,,,,,,9.0,,,
20200805,VT,1436,1179,164.0,,54.0,2.0,,,30.0,7.0,52.0,1379.0,5,57.0,54.0,,,2.0,,,,1.0,0.0,0.0,57.0,0.0
20200805,WA,60084,14858,2263.0,17572.0,2019.0,695.0,1075.0,939.0,867.0,19796.0,17572.0,22716.0,19796,1624.0,1073.0,52.0,211.0,129.0,39.0,24.0,19.0,35.0,42.0,211.0,1371.0,42.0
20200805,WI,61110,37939,8800.0,,1824.0,594.0,,,5792.0,6161.0,14325.0,38974.0,7811,977.0,693.0,212.0,,29.0,10.0,,,17.0,16.0,119.0,837.0,21.0
20200805,WV,7159,5540,545.0,,,,,,1074.0,0.0,,,,124.0,58.0,3.0,,,,,,,63.0,,,
20200805,WY,2923,1444,29.0,397.0,19.0,399.0,7.0,,133.0,608.0,397.0,2031.0,608,27.0,12.0,0.0,2.0,0.0,12.0,,,0.0,1.0,2.0,24.0,1.0
20200802,AK,3280,901,93.0,,94.0,414.0,128.0,92.0,64.0,1494.0,171.0,1322.0,1787,24.0,11.0,0.0,,2.0,8.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0
20200802,AL,91444,27780,24645.0,,337.0,,,,4804.0,33867.0,6101.0,43215.0,42136,1627.0,832.0,653.0,,4.0,,,,32.0,106.0,48.0,1342.0,236.0
20200802,AR,43810,22065,9285.0,,624.0,121.0,2167.0,,5896.0,3652.0,10103.0,33707.0,0,464.0,278.0,118.0,,7.0,2.0,32.0,,30.0,0.0,41.0,426.0,0.0
20200802,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200802,AZ,178467,30884,4077.0,42409.0,1406.0,9946.0,,,4169.0,85576.0,42409.0,50482.0,85576,3765.0,1487.0,117.0,1049.0,47.0,453.0,,,66.0,546.0,1049.0,2170.0,546.0
20200802,CA,509162,56636,14024.0,189415.0,17776.0,767.0,1927.0,2640.0,45266.0,180711.0,189415.0,139036.0,180711,9356.0,2713.0,756.0,4189.0,1132.0,33.0,48.0,50.0,126.0,309.0,4189.0,4858.0,309.0
20200802,CO,47716,16301,2275.0,17080.0,966.0,258.0,169.0,596.0,338.0,9730.0,17080.0,20903.0,9730,1691.0,1065.0,113.0,381.0,54.0,10.0,5.0,22.0,6.0,29.0,381.0,1275.0,29.0
20200802,CT,49810,17541,6509.0,9449.0,708.0,47.0,,151.0,299.0,15106.0,9449.0,25255.0,15106,4432.0,3248.0,656.0,382.0,48.0,2.0,,33.0,21.0,42.0,382.0,4008.0,42.0
20200802,DC,12274,2445,6044.0,,184.0,28.0,32.0,,3198.0,343.0,3216.0,7343.0,1715,586.0,62.0,433.0,77.0,8.0,,,,6.0,0.0,77.0,509.0,0.0
20200802,DE,14949,5061,3772.0,3836.0,205.0,,,,741.0,1334.0,3836.0,9779.0,1334,585.0,361.0,149.0,40.0,1.0,,,,8.0,26.0,40.0,519.0,26.0
20200802,FL,487132,102874,68254.0,125028.0,,,,,26570.0,164406.0,125028.0,160446.0,201658,7206.0,3295.0,1384.0,1799.0,,,,,284.0,444.0,1799.0,4546.0,861.0
20200802,GA,193177,44617,48849.0,24984.0,2331.0,109.0,185.0,,5138.0,66964.0,24984.0,84049.0,84144,3840.0,1756.0,1710.0,232.0,64.0,3.0,8.0,,20.0,47.0,232.0,3525.0,83.0
20200802,GU,367,35,,,126.0,,128.0,,44.0,34.0,,,,5.0,,,,,,,,,5.0,,,5.0
20200802,HI,2242,266,16.0,,468.0,,551.0,,51.0,890.0,,,,26.0,,,,,,,,,26.0,,,
20200802,IA,46024,30989,3645.0,,2278.0,455.0,455.0,,455.0,7747.0,8658.0,29622.0,7291,876.0,700.0,40.0,,24.0,4.0,12.0,,4.0,89.0,57.0,710.0,106.0
20200802,ID,21344,10145,247.0,,168.0,140.0,62.0,730.0,2416.0,7436.0,3701.0,7220.0,10422,197.0,177.0,3.0,,2.0,3.0,,,3.0,9.0,21.0,167.0,9.0
20200802,IL,183224,43426,29948.0,54176.0,4774.0,255.0,412.0,,6716.0,43517.0,54176.0,85531.0,43517,7714.0,3358.0,2060.0,1566.0,357.0,10.0,9.0,,49.0,305.0,1566.0,5843.0,108.0
20200802,IN,67857,32228,7641.0,,858.0,,,,11015.0,16115.0,7202.0,23593.0,37062,2975.0,1798.0,388.0,,15.0,,,,368.0,406.0,57.0,1439.0,1279.0
20200802,KS,27812,18240,2059.0,,976.0,184.0,,,1511.0,4842.0,9223.0,12586.0,6003,358.0,256.0,65.0,,9.0,3.0,,,15.0,10.0,56.0,286.0,16.0
20200802,KY,31185,15878,2473.0,,516.0,90.0,42.0,1206.0,,10980.0,2829.0,16932.0,11424,742.0,553.0,99.0,,10.0,0.0,,18.0,,62.0,26.0,625.0,91.0
20200802,LA,119747,37524,41962.0,,5120.0,260.0,133.0,,9557.0,25191.0,,,119747,4007.0,1803.0,1884.0,,26.0,4.0,5.0,,19.0,266.0,77.0,3494.0,436.0
20200802,MA,118458,36914,11034.0,23250.0,2494.0,,,,6452.0,38314.0,23250.0,56894.0,38314,8638.0,6496.0,708.0,603.0,220.0,,,,552.0,59.0,603.0,7976.0,59.0
20200802,MD,90274,19904,27823.0,21797.0,1685.0,,,,4118.0,14947.0,21797.0,53530.0,14947,3515.0,1494.0,1434.0,402.0,133.0,,,,39.0,13.0,402.0,3100.0,13.0
20200802,ME,3958,2438,874.0,,104.0,6.0,2.0,28.0,117.0,389.0,161.0,3152.0,645,123.0,107.0,4.0,,,,,,0.0,12.0,0.0,100.0,23.0
20200802,MI,91761,38649,23547.0,,1761.0,358.0,,6050.0,5547.0,15849.0,7340.0,59644.0,24775,6457.0,3365.0,2547.0,,78.0,19.0,,101.0,124.0,223.0,129.0,5359.0,968.0
20200802,MN,55947,25516,11568.0,,3464.0,484.0,119.0,944.0,6432.0,7420.0,10729.0,36023.0,9195,1654.0,1289.0,154.0,,73.0,32.0,3.0,22.0,26.0,55.0,73.0,1519.0,62.0
20200802,MO,51840,24883,10886.0,,,,,2074.0,2592.0,11405.0,5184.0,31622.0,15033,1253.0,745.0,413.0,,,,,8.0,42.0,42.0,41.0,1061.0,150.0
20200802,MP,45,,,,,,,,,45.0,,,,2.0,,,,,,,,,2.0,,,
20200802,MS,59637,18079,25571.0,2001.0,190.0,1207.0,,,5103.0,8402.0,2001.0,35986.0,22566,1657.0,703.0,845.0,25.0,1.0,77.0,,,21.0,31.0,25.0,1491.0,187.0
20200802,MT,4193,2254,22.0,,11.0,466.0,,,34.0,1406.0,173.0,2544.0,1476,61.0,23.0,,,,11.0,,,,27.0,,,
20200802,NC,125219,50822,21805.0,,1547.0,1378.0,236.0,,14896.0,34535.0,33304.0,48162.0,43753,1969.0,1106.0,592.0,,29.0,29.0,3.0,,133.0,77.0,196.0,1612.0,161.0
20200802,ND,6660,,,,,,,,,6660.0,,,,96.0,,,,,,,,,105.0,,,
20200802,NE,26702,15800,1600.0,,1300.0,286.0,38.0,,1700.0,5978.0,9800.0,10100.0,6802,332.0,254.0,24.0,,18.0,10.0,0.0,,12.0,14.0,77.0,218.0,37.0
20200802,NH,6634,4262,339.0,747.0,173.0,,,,247.0,866.0,747.0,5021.0,866,417.0,387.0,9.0,11.0,4.0,,,,1.0,5.0,11.0,401.0,5.0
20200802,NJ,182350,40862,19058.0,34043.0,5662.0,,,,12687.0,70038.0,34043.0,78269.0,70038,15836.0,8414.0,2798.0,3128.0,866.0,,,,286.0,344.0,3128.0,12364.0,344.0
20200802,NM,21016,2793,388.0,8490.0,134.0,7633.0,,,,1578.0,8490.0,10948.0,1578,654.0,98.0,4.0,59.0,1.0,236.0,,,,256.0,59.0,339.0,256.0
20200802,NV,50205,9511,2486.0,10430.0,2199.0,158.0,,,5920.0,19501.0,10430.0,20274.0,19501,832.0,318.0,75.0,119.0,88.0,4.0,,,11.0,217.0,119.0,496.0,217.0
20200802,NY,416298,,,,,,,,,416298.0,,,,28304.0,8651.0,6372.0,6703.0,1693.0,,,,1844.0,3041.0,6703.0,18560.0,3041.0
20200802,OH,93031,45720,23116.0,,2410.0,119.0,165.0,2628.0,6144.0,12729.0,5940.0,64189.0,22902,3529.0,2666.0,665.0,,39.0,1.0,1.0,47.0,29.0,81.0,83.0,3322.0,124.0
20200802,OK,38225,21060,2625.0,,1752.0,3310.0,,,1489.0,7989.0,7507.0,20562.0,10156,550.0,403.0,34.0,,13.0,52.0,,,19.0,29.0,28.0,457.0,65.0
20200802,OR,19097,7555,683.0,,571.0,450.0,415.0,394.0,6195.0,2834.0,7187.0,8980.0,2930,326.0,219.0,8.0,,14.0,6.0,6.0,3.0,30.0,40.0,41.0,234.0,51.0
20200802,PA,113590,37619,15595.0,,1627.0,,,,1260.0,57489.0,9087.0,26247.0,78256,7209.0,5163.0,1522.0,,156.0,,,,348.0,20.0,431.0,6758.0,20.0
20200802,PR,18411,,,,,,,,,18411.0,,,,230.0,,,,,,,,,230.0,,,
20200802,RI,19022,5128,1742.0,6383.0,,,,,523.0,5246.0,6383.0,7393.0,5246,1007.0,666.0,52.0,87.0,,,,,14.0,188.0,87.0,732.0,188.0
20200802,SC,91788,29654,22914.0,,673.0,,,,6065.0,32479.0,6909.0,38000.0,46878,1777.0,793.0,634.0,,15.0,,,,47.0,286.0,61.0,1256.0,459.0
20200802,SD,8955,3711,1028.0,1206.0,725.0,1424.0,,,861.0,0.0,1206.0,7749.0,0,135.0,,,,,,,,,135.0,,,
20200802,TN,109627,47067,20401.0,,983.0,133.0,80.0,,15253.0,25710.0,18101.0,59028.0,32498,1073.0,610.0,359.0,,16.0,3.0,2.0,,64.0,19.0,100.0,955.0,18.0
20200802,TX,430485,9737,4997.0,14534.0,703.0,,,,166.0,400348.0,14534.0,15603.0,400348,6837.0,2280.0,910.0,3423.0,167.0,,,,53.0,4.0,3423.0,3410.0,4.0
20200802,UT,41175,16351,1006.0,15769.0,900.0,886.0,1652.0,,5029.0,4660.0,15769.0,20746.0,4660,311.0,161.0,5.0,71.0,16.0,27.0,16.0,,23.0,14.0,71.0,226.0,14.0
20200802,VA,91782,21188,16435.0,26427.0,2749.0,105.0,,397.0,2157.0,22324.0,26427.0,43031.0,22324,2218.0,1204.0,541.0,239.0,123.0,2.0,,0.0,33.0,76.0,239.0,1903.0,76.0
20200802,VI,421,,,,,,,,,421.0,,,,8.0,,,,,,,,,8.0,,,
20200802,VT,1426,1169,163.0,,54.0,2.0,,,30.0,8.0,52.0,1368.0,6,57.0,54.0,,,2.0,,,,1.0,0.0,0.0,57.0,0.0
20200802,WA,57541,14286,2134.0,17004.0,1970.0,663.0,1048.0,899.0,836.0,18701.0,17004.0,21836.0,18701,1592.0,1048.0,51.0,206.0,129.0,39.0,24.0,19.0,35.0,41.0,206.0,1345.0,41.0
20200802,WI,58990,36460,8621.0,,1773.0,573.0,,,5642.0,5921.0,13997.0,37488.0,7505,955.0,675.0,211.0,,27.0,10.0,,,15.0,17.0,114.0,821.0,20.0
20200802,WV,6854,5265,522.0,,,,,,1067.0,0.0,,,,117.0,58.0,3.0,,,,,,,56.0,,,
20200802,WY,2848,1404,28.0,387.0,18.0,399.0,7.0,,130.0,585.0,387.0,1986.0,585,27.0,12.0,0.0,2.0,0.0,12.0,,,0.0,1.0,2.0,24.0,1.0
20200729,AK,2797,852,81.0,,83.0,366.0,103.0,68.0,48.0,1196.0,150.0,1215.0,1432,22.0,11.0,0.0,,2.0,8.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0
20200729,AL,83782,25915,23239.0,,309.0,,,,4527.0,29789.0,5832.0,40720.0,37228,1538.0,779.0,623.0,,4.0,,,,29.0,103.0,48.0,1267.0,223.0
20200729,AR,40968,20527,8673.0,,587.0,120.0,2103.0,,5456.0,3502.0,9493.0,31475.0,0,434.0,255.0,113.0,,6.0,2.0,31.0,,30.0,0.0,43.0,394.0,0.0
20200729,AS,,,,,,,,,,,,,,,,,,,,,,,,,,
20200729,AZ,168273,29227,3822.0,38887.0,1309.0,9631.0,,,3978.0,81419.0,38887.0,47967.0,81419,3454.0,1372.0,104.0,946.0,42.0,430.0,,,57.0,503.0,946.0,2005.0,503.0
20200729,CA,475305,53194,13099.0,170398.0,16699.0,713.0,1806.0,2305.0,45580.0,171511.0,170398.0,133396.0,171511,8715.0,2516.0,710.0,3846.0,1073.0,32.0,47.0,46.0,109.0,336.0,3846.0,4533.0,336.0
20200729,CO,45796,13819,1982.0,15183.0,873.0,217.0,136.0,413.0,315.0,12850.0,15183.0,17755.0,12850,1688.0,1041.0,112.0,375.0,55.0,11.0,5.0,21.0,6.0,56.0,375.0,1251.0,56.0
20200729,CT,49540,17496,6469.0,9423.0,708.0,46.0,,149.0,299.0,14950.0,9423.0,25167.0,14950,4425.0,3243.0,654.0,382.0,48.0,2.0,,33.0,21.0,42.0,382.0,4001.0,42.0
20200729,DC,11999,2417,5908.0,,184.0,28.0,32.0,,3138.0,292.0,3199.0,7192.0,1608,584.0,62.0,431.0,77.0,8.0,,,,6.0,0.0,77.0,507.0,0.0
20200729,DE,14602,4900,3714.0,3756.0,205.0,,,,731.0,1296.0,3756.0,9550.0,1296,581.0,359.0,148.0,39.0,1.0,,,,8.0,26.0,39.0,516.0,26.0
20200729,FL,451123,94353,62829.0,113409.0,,,,,22877.0,157655.0,113409.0,145985.0,191729,6457.0,2988.0,1268.0,1547.0,,,,,249.0,405.0,1547.0,4162.0,748.0
20200729,GA,178323,40916,45551.0,23439.0,2142.0,96.0,177.0,,4715.0,61287.0,23439.0,78172.0,76712,3642.0,1656.0,1634.0,216.0,62.0,3.0,7.0,,18.0,46.0,216.0,3349.0,77.0
20200729,GU,354,35,,,126.0,,128.0,,44.0,21.0,,,,5.0,,,,,,,,,5.0,,,5.0
20200729,HI,1865,241,12.0,,424.0,,468.0,,39.0,681.0,,,,26.0,,,,,,,,,26.0,,,
20200729,IA,43362,29054,3469.0,,2168.0,433.0,433.0,,433.0,7372.0,8673.0,28187.0,6938,849.0,680.0,38.0,,24.0,5.0,11.0,,3.0,84.0,56.0,687.0,101.0
20200729,ID,19679,9421,235.0,,161.0,132.0,60.0,646.0,2289.0,6735.0,3458.0,6697.0,9523,173.0,159.0,3.0,,2.0,3.0,,,3.0,3.0,20.0,150.0,3.0
20200729,IL,176366,40935,29105.0,52814.0,4664.0,241.0,406.0,,6513.0,41688.0,52814.0,81864.0,41688,7654.0,3327.0,2045.0,1556.0,355.0,10.0,9.0,,51.0,301.0,1556.0,5797.0,109.0
20200729,IN,64299,30602,7359.0,,836.0,,,,10704.0,14798.0,6960.0,22116.0,35223,2932.0,1773.0,384.0,,15.0,,,,365.0,395.0,54.0,1425.0,1254.0
20200729,KS,26870,17571,2003.0,,954.0,179.0,,,1454.0,4709.0,8933.0,12134.0,5803,349.0,250.0,63.0,,9.0,3.0,,,14.0,10.0,54.0,280.0,15.0
20200729,KY,28727,14885,2277.0,,516.0,86.0,39.0,1115.0,,9809.0,2689.0,15557.0,10481,724.0,543.0,96.0,,11.0,0.0,,16.0,,58.0,27.0,611.0,86.0
20200729,LA,112773,37524,41962.0,,5120.0,260.0,133.0,,9557.0,18217.0,,,112773,3883.0,1803.0,1884.0,,26.0,4.0,5.0,,19.0,142.0,77.0,3494.0,312.0
20200729,MA,116684,36260,10934.0,22789.0,2456.0,,,,6297.0,37948.0,22789.0,55947.0,37948,8580.0,6449.0,703.0,599.0,219.0,,,,551.0,59.0,599.0,7922.0,59.0
20200729,MD,86285,18746,26189.0,21311.0,1625.0,,,,3984.0,14430.0,21311.0,50544.0,14430,3478.0,1476.0,1414.0,395.0,132.0,,,,35.0,26.0,395.0,3057.0,26.0
20200729,ME,3866,2372,867.0,,102.0,6.0,2.0,26.0,115.0,376.0,152.0,3081.0,633,121.0,107.0,4.0,,,,,,0.0,10.0,0.0,100.0,21.0
20200729,MI,88974,37102,23234.0,,1733.0,341.0,,5830.0,5312.0,15422.0,7117.0,57833.0,24022,6422.0,3338.0,2537.0,,78.0,19.0,,101.0,123.0,226.0,128.0,5330.0,963.0
20200729,MN,52947,24013,10912.0,,3350.0,455.0,109.0,907.0,6252.0,6949.0,10320.0,34081.0,8546,1629.0,1271.0,149.0,,70.0,32.0,3.0,22.0,25.0,57.0,71.0,1494.0,64.0
20200729,MO,46750,22440,10285.0,,,,,1870.0,0.0,12155.0,4675.0,28517.0,13557,1220.0,724.0,403.0,,,,,8.0,39.0,43.0,37.0,1033.0,148.0
20200729,MP,40,,,,,,,,,40.0,,,,2.0,,,,,,,,,2.0,,,
20200729,MS,55804,16491,23995.0,1920.0,178.0,1197.0,,,4719.0,7304.0,1920.0,33989.0,19895,1563.0,649.0,780.0,24.0,0.0,76.0,,,19.0,15.0,24.0,1396.0,143.0
20200729,MT,3676,2031,21.0,,9.0,420.0,,,32.0,1163.0,156.0,2305.0,1215,54.0,23.0,,,,11.0,,,,20.0,,,
20200729,NC,117850,47213,20252.0,,1460.0,1192.0,234.0,,13907.0,33592.0,31951.0,44798.0,41101,1865.0,1047.0,576.0,,27.0,27.0,3.0,,122.0,63.0,185.0,1542.0,138.0
20200729,ND,6227,,,,,,,,,6227.0,,,,92.0,,,,,,,,,92.0,,,
20200729,NE,25422,15000,1600.0,,1300.0,284.0,37.0,,1700.0,5501.0,9700.0,9400.0,6322,324.0,245.0,24.0,,18.0,9.0,0.0,,12.0,16.0,76.0,209.0,39.0
20200729,NH,6513,4175,338.0,718.0,171.0,,,,248.0,863.0,718.0,4932.0,863,411.0,382.0,9.0,11.0,4.0,,,,1.0,4.0,11.0,396.0,4.0
20200729,NJ,180766,39523,18566.0,33084.0,5512.0,,,,12393.0,71688.0,33084.0,75994.0,71688,15798.0,7366.0,2491.0,2762.0,752.0,,,,247.0,2180.0,2762.0,10856.0,2180.0
20200729,NM,20136,2661,374.0,7965.0,128.0,7516.0,,,,1492.0,7965.0,10679.0,1492,632.0,98.0,4.0,59.0,1.0,236.0,,,,234.0,59.0,339.0,234.0
20200729,NV,45806,8709,2303.0,9821.0,2070.0,133.0,,,5313.0,17457.0,9821.0,18528.0,17457,780.0,306.0,74.0,115.0,85.0,4.0,,,11.0,185.0,115.0,480.0,185.0
20200729,NY,413593,,,,,,,,,413593.0,,,,28247.0,8637.0,6360.0,6694.0,1687.0,,,,1845.0,3024.0,6694.0,18529.0,3024.0
20200729,OH,87893,42839,22203.0,,2292.0,112.0,157.0,2532.0,5912.0,11846.0,5679.0,60706.0,21508,3422.0,2589.0,657.0,,39.0,1.0,1.0,45.0,25.0,65.0,76.0,3246.0,100.0
20200729,OK,34623,19227,2431.0,,1680.0,2960.0,,,1358.0,6967.0,7305.0,19839.0,7479,523.0,388.0,31.0,,12.0,47.0,,,17.0,28.0,28.0,445.0,50.0
20200729,OR,17721,7261,670.0,,546.0,432.0,406.0,389.0,5891.0,2126.0,6825.0,8685.0,2211,311.0,214.0,8.0,,14.0,6.0,6.0,3.0,28.0,32.0,39.0,229.0,43.0
20200729,PA,110218,36166,15159.0,,1574.0,,,,1170.0,56149.0,8774.0,25177.0,76267,7162.0,5018.0,1484.0,,151.0,,,,339.0,170.0,418.0,6574.0,170.0
20200729,PR,16061,,,,,,,,,16061.0,,,,211.0,,,,,,,,,211.0,,,
20200729,RI,18800,5128,1742.0,6383.0,,,,,523.0,5024.0,6383.0,7393.0,5024,1007.0,666.0,52.0,87.0,,,,,14.0,188.0,87.0,732.0,188.0
20200729,SC,85846,28411,21466.0,,631.0,,,,5682.0,30286.0,6909.0,38000.0,40936,1615.0,718.0,589.0,,14.0,,,,43.0,249.0,55.0,1138.0,420.0
20200729,SD,8641,3488,1016.0,1191.0,723.0,1385.0,,,838.0,0.0,1191.0,7450.0,0,129.0,,,,,,,,,129.0,,,
20200729,TN,100822,43077,19079.0,,930.0,119.0,77.0,,13952.0,23588.0,17390.0,54531.0,28901,1020.0,574.0,347.0,,15.0,3.0,2.0,,64.0,15.0,96.0,911.0,13.0
20200729,TX,403307,8874,4442.0,13589.0,698.0,,,,156.0,375548.0,13589.0,14170.0,375548,6190.0,2147.0,866.0,2965.0,158.0,,,,50.0,4.0,2965.0,3221.0,4.0
