lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-02,Piedmont,73,3,77,3,0.0411,0.03896,0.04785
2020-08-02,Peninsula,585,49,602,50,0.08376,0.08306,0.06347
2020-08-02,Richmond,175,16,187,17,0.09143,0.09091,0.0666
2020-08-02,Alleghany,188,6,193,6,0.03191,0.03109,0.03923
2020-08-02,Alexandria,232,11,245,11,0.04741,0.0449,0.06419
2020-08-03,Alleghany,117,6,117,6,0.05128,0.05128,0.04164
2020-08-03,Loudoun,579,24,590,26,0.04145,0.04407,0.05432
2020-08-03,Lord Fairfax,256,6,257,6,0.02344,0.02335,0.04945
2020-08-03,Lenowisco,40,5,41,5,0.125,0.12195,0.08523
2020-08-03,Henrico,900,55,907,62,0.06111,0.06836,0.07467
2020-08-03,Hampton,162,18,163,18,0.11111,0.11043,0.09101
2020-08-03,Eastern Shore,40,0,42,0,0.0,0.0,0.02331
2020-08-03,Cumberland Plateau,129,27,129,27,0.2093,0.2093,0.0872
2020-08-03,Crater,255,22,255,22,0.08627,0.08627,0.08336
2020-08-03,Chickahominy,240,12,241,13,0.05,0.05394,0.04954
2020-08-03,Chesterfield,726,56,729,59,0.07713,0.08093,0.08431
2020-08-03,Chesapeake,336,42,336,42,0.125,0.125,0.12634
2020-08-03,Central Virginia,214,16,214,16,0.07477,0.07477,0.06057
2020-08-03,Central Shenandoah,231,14,233,14,0.06061,0.06009,0.03696
2020-08-03,Arlington,395,18,407,19,0.04557,0.04668,0.04533
2020-08-03,Alexandria,248,9,255,9,0.03629,0.03529,0.05954
2020-08-03,Mount Rogers,169,16,177,23,0.09467,0.12994,0.07222
2020-08-03,New River,170,20,170,20,0.11765,0.11765,0.05142
2020-08-03,Fairfax,1922,66,1973,71,0.03434,0.03599,0.04986
2020-08-03,Peninsula,484,27,484,27,0.05579,0.05579,0.06194
2020-08-03,Norfolk,547,53,547,53,0.09689,0.09689,0.12615
2020-08-03,West Piedmont,107,8,107,8,0.07477,0.07477,0.12434
2020-08-03,Western Tidewater,255,45,255,45,0.17647,0.17647,0.11661
2020-08-03,Virginia Beach,802,54,804,56,0.06733,0.06965,0.08789
2020-08-03,Three Rivers,196,6,197,6,0.03061,0.03046,0.0552
2020-08-03,Southside,53,5,53,5,0.09434,0.09434,0.06591
2020-08-03,Roanoke,383,8,385,8,0.02089,0.02078,0.06
2020-08-03,Thomas Jefferson,375,18,382,18,0.048,0.04712,0.05943
2020-08-03,Rappahannock Rapidan,145,10,146,10,0.06897,0.06849,0.06613
2020-08-03,Rappahannock,497,36,498,36,0.07243,0.07229,0.05854
2020-08-03,Prince William,877,77,889,80,0.0878,0.08999,0.08498
2020-08-03,Portsmouth,212,28,212,28,0.13208,0.13208,0.11519
2020-08-03,Pittsylvania-Danville,184,78,184,78,0.42391,0.42391,0.14918
2020-08-03,Piedmont,67,3,68,4,0.04478,0.05882,0.04724
2020-08-03,Richmond,447,37,447,37,0.08277,0.08277,0.06983
2020-08-04,Peninsula,277,32,281,33,0.11552,0.11744,0.07087
2020-08-04,Rappahannock,343,15,359,17,0.04373,0.04735,0.05607
2020-08-04,Piedmont,100,8,101,8,0.08,0.07921,0.0527
2020-08-04,Pittsylvania-Danville,132,22,132,22,0.16667,0.16667,0.1521
2020-08-04,Portsmouth,85,10,85,10,0.11765,0.11765,0.1156
2020-08-04,Prince William,497,41,535,56,0.08249,0.10467,0.08456
2020-08-04,Rappahannock Rapidan,181,10,196,16,0.05525,0.08163,0.06432
2020-08-04,West Piedmont,118,19,120,21,0.16102,0.175,0.13045
2020-08-04,Roanoke,217,13,218,13,0.05991,0.05963,0.05999
2020-08-04,Southside,107,8,108,8,0.07477,0.07407,0.06739
2020-08-04,Thomas Jefferson,446,18,452,18,0.04036,0.03982,0.05625
2020-08-04,Three Rivers,124,7,125,8,0.05645,0.064,0.05541
2020-08-04,Virginia Beach,767,41,779,43,0.05346,0.0552,0.08215
2020-08-04,Western Tidewater,124,22,126,22,0.17742,0.1746,0.12675
2020-08-04,Norfolk,318,39,321,39,0.12264,0.1215,0.12557
2020-08-04,Richmond,264,19,272,25,0.07197,0.09191,0.07019
2020-08-04,New River,283,10,283,10,0.03534,0.03534,0.04874
2020-08-04,Alexandria,165,14,178,14,0.08485,0.07865,0.06315
2020-08-04,Loudoun,352,24,400,30,0.06818,0.075,0.05663
2020-08-04,Arlington,222,6,236,7,0.02703,0.02966,0.04228
2020-08-04,Central Shenandoah,201,9,201,9,0.04478,0.04478,0.03826
2020-08-04,Central Virginia,460,21,463,22,0.04565,0.04752,0.05808
2020-08-04,Chesapeake,249,27,254,27,0.10843,0.1063,0.12335
2020-08-04,Chesterfield,540,47,558,55,0.08704,0.09857,0.08477
2020-08-04,Chickahominy,142,9,149,11,0.06338,0.07383,0.05185
2020-08-04,Mount Rogers,106,11,113,16,0.10377,0.14159,0.07748
2020-08-04,Crater,219,28,219,28,0.12785,0.12785,0.09078
2020-08-04,Eastern Shore,39,3,39,3,0.07692,0.07692,0.03224
2020-08-04,Fairfax,1186,63,1287,78,0.05312,0.06061,0.0504
2020-08-04,Hampton,129,10,133,10,0.07752,0.07519,0.08876
2020-08-04,Henrico,483,39,497,43,0.08075,0.08652,0.07568
2020-08-04,Lenowisco,107,8,110,8,0.07477,0.07273,0.08348
2020-08-04,Lord Fairfax,500,6,511,7,0.012,0.0137,0.04321
2020-08-04,Cumberland Plateau,84,8,85,8,0.09524,0.09412,0.08854
2020-08-04,Alleghany,153,7,153,7,0.04575,0.04575,0.04232
2020-08-05,Alexandria,270,14,321,25,0.05185,0.07788,0.05792
2020-08-05,Alleghany,177,5,187,5,0.02825,0.02674,0.04031
2020-08-05,West Piedmont,206,47,214,51,0.22816,0.23832,0.14441
2020-08-05,Arlington,383,15,452,19,0.03916,0.04204,0.04184
2020-08-05,Central Shenandoah,646,17,661,18,0.02632,0.02723,0.03656
2020-08-05,Central Virginia,620,66,632,66,0.10645,0.10443,0.06499
2020-08-05,Chesapeake,526,63,564,68,0.11977,0.12057,0.12284
2020-08-05,Chesterfield,614,33,652,36,0.05375,0.05521,0.08034
2020-08-05,Chickahominy,233,10,247,13,0.04292,0.05263,0.05057
2020-08-05,Crater,250,30,269,34,0.12,0.12639,0.09495
2020-08-05,Cumberland Plateau,70,4,76,5,0.05714,0.06579,0.08405
2020-08-05,Fairfax,1609,72,1901,99,0.04475,0.05208,0.04959
2020-08-05,Hampton,263,25,272,27,0.09506,0.09926,0.08966
2020-08-05,Henrico,871,44,902,52,0.05052,0.05765,0.07209
2020-08-05,Lenowisco,153,30,161,32,0.19608,0.19876,0.09957
2020-08-05,Lord Fairfax,373,14,391,17,0.03753,0.04348,0.0424
2020-08-05,Loudoun,597,18,678,22,0.03015,0.03245,0.05284
2020-08-05,Mount Rogers,253,37,270,46,0.14625,0.17037,0.0873
2020-08-05,Eastern Shore,88,4,92,4,0.04545,0.04348,0.03413
2020-08-05,Norfolk,839,74,855,76,0.0882,0.08889,0.12023
2020-08-05,New River,349,17,354,17,0.04871,0.04802,0.04873
2020-08-05,Western Tidewater,555,57,563,57,0.1027,0.10124,0.12331
2020-08-05,Virginia Beach,1033,93,1079,98,0.09003,0.09082,0.08328
2020-08-05,Three Rivers,244,22,254,22,0.09016,0.08661,0.06037
2020-08-05,Thomas Jefferson,560,35,592,37,0.0625,0.0625,0.05714
2020-08-05,Roanoke,213,9,229,10,0.04225,0.04367,0.05745
2020-08-05,Richmond,357,21,375,21,0.05882,0.056,0.06856
2020-08-05,Southside,255,13,269,15,0.05098,0.05576,0.06504
2020-08-05,Rappahannock,571,28,616,35,0.04904,0.05682,0.05507
2020-08-05,Prince William,798,70,898,94,0.08772,0.10468,0.08501
2020-08-05,Portsmouth,476,33,479,34,0.06933,0.07098,0.10899
2020-08-05,Pittsylvania-Danville,277,33,282,33,0.11913,0.11702,0.14739
2020-08-05,Piedmont,162,9,193,27,0.05556,0.1399,0.05311
2020-08-05,Peninsula,684,65,709,66,0.09503,0.09309,0.07432
2020-08-05,Rappahannock Rapidan,241,17,272,24,0.07054,0.08824,0.06521
2020-08-06,Henrico,534,40,549,46,0.07491,0.08379,0.06659
2020-08-06,Crater,482,44,485,44,0.09129,0.09072,0.0922
2020-08-06,Hampton,243,31,245,31,0.12757,0.12653,0.09609
2020-08-06,Fairfax,2062,95,2249,122,0.04607,0.05425,0.04933
2020-08-06,Eastern Shore,84,4,84,4,0.04762,0.04762,0.03679
2020-08-06,Cumberland Plateau,130,9,133,10,0.06923,0.07519,0.08112
2020-08-06,Chickahominy,143,12,154,13,0.08392,0.08442,0.05572
2020-08-06,West Piedmont,197,20,202,21,0.10152,0.10396,0.14223
2020-08-06,Chesapeake,514,86,525,86,0.16732,0.16381,0.1277
2020-08-06,Central Virginia,1002,50,1007,50,0.0499,0.04965,0.0635
2020-08-06,Central Shenandoah,343,16,352,16,0.04665,0.04545,0.03936
2020-08-06,Arlington,510,24,558,27,0.04706,0.04839,0.04046
2020-08-06,Alleghany,233,10,240,13,0.04292,0.05417,0.03968
2020-08-06,Alexandria,293,19,322,19,0.06485,0.05901,0.05708
2020-08-06,Lenowisco,78,17,79,17,0.21795,0.21519,0.12594
2020-08-06,Chesterfield,677,61,720,71,0.0901,0.09861,0.08028
2020-08-06,Lord Fairfax,290,11,304,14,0.03793,0.04605,0.03557
2020-08-06,Western Tidewater,367,42,370,42,0.11444,0.11351,0.12927
2020-08-06,Mount Rogers,235,27,251,30,0.11489,0.11952,0.09176
2020-08-06,Virginia Beach,747,87,780,89,0.11647,0.1141,0.08735
2020-08-06,Three Rivers,224,17,228,17,0.07589,0.07456,0.05697
2020-08-06,Thomas Jefferson,512,32,529,33,0.0625,0.06238,0.05606
2020-08-06,Southside,264,9,268,10,0.03409,0.03731,0.06588
2020-08-06,Loudoun,660,40,732,46,0.06061,0.06284,0.05391
2020-08-06,Richmond,348,28,359,29,0.08046,0.08078,0.06668
2020-08-06,Rappahannock Rapidan,216,16,248,30,0.07407,0.12097,0.0673
2020-08-06,Roanoke,474,13,487,15,0.02743,0.0308,0.05
2020-08-06,Prince William,955,87,1020,96,0.0911,0.09412,0.08785
2020-08-06,Portsmouth,181,37,181,37,0.20442,0.20442,0.12647
2020-08-06,Pittsylvania-Danville,357,16,362,17,0.04482,0.04696,0.15144
2020-08-06,Piedmont,197,17,203,17,0.08629,0.08374,0.05737
2020-08-06,Peninsula,660,49,666,49,0.07424,0.07357,0.07626
2020-08-06,Norfolk,466,54,479,57,0.11588,0.119,0.11735
2020-08-06,New River,171,12,171,12,0.07018,0.07018,0.05418
2020-08-06,Rappahannock,480,48,514,51,0.1,0.09922,0.06045
2020-08-07,Lenowisco,164,30,171,30,0.18293,0.17544,0.14612
2020-08-07,Henrico,917,106,945,112,0.11559,0.11852,0.07553
2020-08-07,Hampton,186,14,189,14,0.07527,0.07407,0.09386
2020-08-07,Fairfax,1551,89,1735,104,0.05738,0.05994,0.04839
2020-08-07,Eastern Shore,83,8,85,8,0.09639,0.09412,0.04752
2020-08-07,Cumberland Plateau,146,7,147,7,0.04795,0.04762,0.08421
2020-08-07,Crater,364,40,369,40,0.10989,0.1084,0.09499
2020-08-07,Alleghany,312,8,323,10,0.02564,0.03096,0.03345
2020-08-07,Chesapeake,552,53,568,55,0.09601,0.09683,0.12431
2020-08-07,Central Virginia,639,68,649,68,0.10642,0.10478,0.07477
2020-08-07,Central Shenandoah,612,27,624,28,0.04412,0.04487,0.04116
2020-08-07,Arlington,438,20,481,23,0.04566,0.04782,0.04085
2020-08-07,Lord Fairfax,330,25,345,27,0.07576,0.07826,0.03512
2020-08-07,Alexandria,268,16,311,21,0.0597,0.06752,0.05514
2020-08-07,Chickahominy,307,13,326,13,0.04235,0.03988,0.05327
2020-08-07,Loudoun,589,29,628,31,0.04924,0.04936,0.05311
2020-08-07,Chesterfield,765,102,810,111,0.13333,0.13704,0.09061
2020-08-07,New River,314,10,338,28,0.03185,0.08284,0.05768
2020-08-07,Mount Rogers,396,31,406,33,0.07828,0.08128,0.09918
2020-08-07,West Piedmont,236,40,245,45,0.16949,0.18367,0.15135
2020-08-07,Western Tidewater,339,47,348,47,0.13864,0.13506,0.13944
2020-08-07,Three Rivers,153,22,161,23,0.14379,0.14286,0.07222
2020-08-07,Thomas Jefferson,672,38,688,40,0.05655,0.05814,0.05312
2020-08-07,Southside,106,8,112,11,0.07547,0.09821,0.06633
2020-08-07,Roanoke,927,55,937,56,0.05933,0.05977,0.04575
2020-08-07,Richmond,613,81,626,82,0.13214,0.13099,0.08073
2020-08-07,Virginia Beach,810,84,838,87,0.1037,0.10382,0.08666
2020-08-07,Rappahannock,478,32,506,34,0.06695,0.06719,0.06541
2020-08-07,Prince William,840,71,886,76,0.08452,0.08578,0.08806
2020-08-07,Portsmouth,242,29,245,29,0.11983,0.11837,0.12927
2020-08-07,Pittsylvania-Danville,247,30,253,30,0.12146,0.11858,0.15152
2020-08-07,Piedmont,166,8,173,11,0.04819,0.06358,0.05656
2020-08-07,Peninsula,567,36,578,37,0.06349,0.06401,0.07869
2020-08-07,Rappahannock Rapidan,252,14,269,18,0.05556,0.06691,0.06188
2020-08-07,Norfolk,502,49,516,52,0.09761,0.10078,0.10341
2020-08-08,Henrico,773,46,804,51,0.05951,0.06343,0.07572
2020-08-08,Hampton,265,23,273,23,0.08679,0.08425,0.09386
2020-08-08,Fairfax,2317,107,2487,123,0.04618,0.04946,0.04782
2020-08-08,Eastern Shore,77,3,79,3,0.03896,0.03797,0.05011
2020-08-08,Cumberland Plateau,78,16,81,16,0.20513,0.19753,0.10367
2020-08-08,Crater,295,30,303,32,0.10169,0.10561,0.09718
2020-08-08,Chesapeake,520,66,541,68,0.12692,0.12569,0.12511
2020-08-08,Chesterfield,661,34,693,35,0.05144,0.05051,0.08622
2020-08-08,Lenowisco,113,18,118,20,0.15929,0.16949,0.15086
2020-08-08,Central Virginia,487,38,490,40,0.07803,0.08163,0.07941
2020-08-08,Central Shenandoah,305,8,316,8,0.02623,0.02532,0.04068
2020-08-08,Arlington,483,15,521,16,0.03106,0.03071,0.03975
2020-08-08,Alleghany,140,3,146,4,0.02143,0.0274,0.03531
2020-08-08,Alexandria,351,19,373,21,0.05413,0.0563,0.05701
2020-08-08,Chickahominy,251,10,271,10,0.03984,0.0369,0.0552
2020-08-08,Lord Fairfax,378,6,392,6,0.01587,0.01531,0.03166
2020-08-08,Norfolk,481,36,491,37,0.07484,0.07536,0.10129
2020-08-08,Mount Rogers,249,15,252,15,0.06024,0.05952,0.09895
2020-08-08,West Piedmont,169,22,170,22,0.13018,0.12941,0.14018
2020-08-08,Western Tidewater,402,33,408,33,0.08209,0.08088,0.13597
2020-08-08,Virginia Beach,846,75,868,78,0.08865,0.08986,0.08499
2020-08-08,Three Rivers,268,20,277,22,0.07463,0.07942,0.07638
2020-08-08,Thomas Jefferson,350,13,362,14,0.03714,0.03867,0.0535
2020-08-08,Southside,136,9,138,10,0.06618,0.07246,0.06798
2020-08-08,Roanoke,590,20,602,20,0.0339,0.03322,0.04129
2020-08-08,Richmond,480,39,500,39,0.08125,0.078,0.08555
2020-08-08,Rappahannock Rapidan,195,12,207,14,0.06154,0.06763,0.0614
2020-08-08,Rappahannock,511,39,539,44,0.07632,0.08163,0.06851
2020-08-08,Portsmouth,385,46,388,47,0.11948,0.12113,0.12673
2020-08-08,Pittsylvania-Danville,187,17,189,17,0.09091,0.08995,0.14765
2020-08-08,Piedmont,103,2,106,2,0.01942,0.01887,0.05362
2020-08-08,Peninsula,1193,32,1213,35,0.02682,0.02885,0.07352
2020-08-08,New River,114,5,121,6,0.04386,0.04959,0.05823
2020-08-08,Loudoun,704,37,752,43,0.05256,0.05718,0.0534
2020-08-08,Prince William,820,58,865,63,0.07073,0.07283,0.08496
2020-08-09,Alexandria,277,16,289,16,0.05776,0.05536,0.05849
2020-08-09,Rappahannock,403,36,438,40,0.08933,0.09132,0.07111
2020-08-09,Norfolk,543,41,545,41,0.07551,0.07523,0.09594
2020-08-09,Piedmont,140,8,146,8,0.05714,0.05479,0.05591
2020-08-09,Pittsylvania-Danville,156,13,156,13,0.08333,0.08333,0.15003
2020-08-09,Portsmouth,283,36,284,36,0.12721,0.12676,0.12714
2020-08-09,Prince William,573,45,607,50,0.07853,0.08237,0.08327
2020-08-09,Rappahannock Rapidan,197,7,210,12,0.03553,0.05714,0.06021
2020-08-09,New River,91,3,92,3,0.03297,0.03261,0.05437
2020-08-09,Richmond,235,26,248,30,0.11064,0.12097,0.08829
2020-08-09,Southside,128,12,131,12,0.09375,0.0916,0.06994
2020-08-09,Thomas Jefferson,308,25,314,25,0.08117,0.07962,0.05546
2020-08-09,Three Rivers,197,13,206,13,0.06599,0.06311,0.07679
2020-08-09,Virginia Beach,887,51,908,51,0.0575,0.05617,0.08245
2020-08-09,Western Tidewater,301,41,307,41,0.13621,0.13355,0.13257
2020-08-09,West Piedmont,122,15,127,16,0.12295,0.12598,0.14116
2020-08-09,Roanoke,987,56,998,56,0.05674,0.05611,0.04292
2020-08-09,Mount Rogers,211,13,215,13,0.06161,0.06047,0.09424
2020-08-09,Peninsula,598,47,607,48,0.0786,0.07908,0.07278
2020-08-09,Lord Fairfax,351,16,358,16,0.04558,0.04469,0.03544
2020-08-09,Alleghany,88,2,88,2,0.02273,0.02273,0.034
2020-08-09,Arlington,397,20,420,21,0.05038,0.05,0.04085
2020-08-09,Central Shenandoah,372,15,384,16,0.04032,0.04167,0.04129
