lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive,Positivity_pcr_tests,Positivity_tot_tests,Positivity_pcr_7day
2020-08-01,Piedmont,125,5,131,5,0.04,0.03817,0.04695
2020-08-01,Peninsula,794,50,811,50,0.06297,0.06165,0.05466
2020-08-01,Norfolk,524,47,529,47,0.08969,0.08885,0.14245
2020-08-01,Mount Rogers,291,18,297,20,0.06186,0.06734,0.04409
2020-08-01,Alleghany,119,1,131,2,0.0084,0.01527,0.03883
2020-08-02,Norfolk,602,68,609,68,0.11296,0.11166,0.13262
2020-08-02,Western Tidewater,349,56,356,57,0.16046,0.16011,0.1113
2020-08-02,Arlington,516,22,541,23,0.04264,0.04251,0.04216
2020-08-02,Central Shenandoah,222,8,234,9,0.03604,0.03846,0.03241
2020-08-02,Central Virginia,602,57,615,57,0.09468,0.09268,0.05591
2020-08-02,Chesapeake,408,54,420,55,0.13235,0.13095,0.12466
2020-08-02,Chesterfield,316,35,352,37,0.11076,0.10511,0.08465
2020-08-02,Chickahominy,125,8,128,9,0.064,0.07031,0.04995
2020-08-02,Crater,185,8,196,11,0.04324,0.05612,0.07332
2020-08-02,Cumberland Plateau,72,3,72,3,0.04167,0.04167,0.04565
2020-08-02,Eastern Shore,88,4,89,4,0.04545,0.04494,0.02873
2020-08-02,Fairfax,1569,83,1699,98,0.0529,0.05768,0.05568
2020-08-02,Hampton,231,19,232,19,0.08225,0.0819,0.08664
2020-08-02,Henrico,365,32,382,34,0.08767,0.08901,0.0663
2020-08-02,Lenowisco,129,12,133,14,0.09302,0.10526,0.08694
2020-08-02,Lord Fairfax,367,7,373,7,0.01907,0.01877,0.04604
2020-08-02,West Piedmont,155,18,161,19,0.11613,0.11801,0.1461
2020-08-02,Loudoun,405,29,442,33,0.0716,0.07466,0.059
2020-08-02,New River,100,6,109,7,0.06,0.06422,0.03578
2020-08-02,Peninsula,583,49,600,50,0.08405,0.08333,0.06446
2020-08-02,Piedmont,73,3,77,3,0.0411,0.03896,0.045
2020-08-02,Pittsylvania-Danville,210,14,213,14,0.06667,0.06573,0.10185
2020-08-02,Portsmouth,362,45,363,45,0.12431,0.12397,0.12061
2020-08-02,Prince William,797,72,827,75,0.09034,0.09069,0.08858
2020-08-02,Rappahannock,436,31,457,32,0.0711,0.07002,0.05266
2020-08-02,Rappahannock Rapidan,205,9,214,12,0.0439,0.05607,0.06743
2020-08-02,Richmond,175,16,187,17,0.09143,0.09091,0.05759
2020-08-02,Roanoke,331,15,354,17,0.04532,0.04802,0.06647
2020-08-02,Southside,75,6,75,6,0.08,0.08,0.06899
2020-08-02,Thomas Jefferson,356,24,365,24,0.06742,0.06575,0.05961
2020-08-02,Three Rivers,190,12,194,12,0.06316,0.06186,0.04855
2020-08-02,Virginia Beach,1088,82,1111,84,0.07537,0.07561,0.09479
2020-08-02,Mount Rogers,201,19,205,19,0.09453,0.09268,0.0609
2020-08-02,Alleghany,188,6,193,6,0.03191,0.03109,0.03652
2020-08-02,Alexandria,232,11,245,11,0.04741,0.0449,0.05812
2020-08-03,Alexandria,248,9,255,9,0.03629,0.03529,0.05375
2020-08-03,Lord Fairfax,256,6,257,6,0.02344,0.02335,0.04039
2020-08-03,Lenowisco,41,6,42,6,0.14634,0.14286,0.10179
2020-08-03,Henrico,900,55,907,62,0.06111,0.06836,0.065
2020-08-03,Hampton,162,18,163,18,0.11111,0.11043,0.09276
2020-08-03,Fairfax,1923,67,1974,72,0.03484,0.03647,0.05047
2020-08-03,Eastern Shore,40,0,42,0,0.0,0.0,0.02155
2020-08-03,Loudoun,579,24,590,26,0.04145,0.04407,0.05461
2020-08-03,Cumberland Plateau,128,26,128,26,0.20312,0.20312,0.08502
2020-08-03,Chickahominy,240,12,241,13,0.05,0.05394,0.04996
2020-08-03,Chesterfield,726,56,729,59,0.07713,0.08093,0.08277
2020-08-03,Chesapeake,336,42,336,42,0.125,0.125,0.12475
2020-08-03,Central Virginia,214,16,214,16,0.07477,0.07477,0.06062
2020-08-03,Central Shenandoah,231,14,233,14,0.06061,0.06009,0.03946
2020-08-03,Arlington,395,18,407,19,0.04557,0.04668,0.04301
2020-08-03,Crater,255,22,255,22,0.08627,0.08627,0.07656
2020-08-03,Mount Rogers,171,18,179,25,0.10526,0.13966,0.07199
2020-08-03,Alleghany,117,6,117,6,0.05128,0.05128,0.04021
2020-08-03,Norfolk,547,53,547,53,0.09689,0.09689,0.12369
2020-08-03,West Piedmont,107,8,107,8,0.07477,0.07477,0.12827
2020-08-03,Western Tidewater,255,45,255,45,0.17647,0.17647,0.12759
2020-08-03,Virginia Beach,802,54,804,56,0.06733,0.06965,0.08792
2020-08-03,Three Rivers,195,6,196,6,0.03077,0.03061,0.0441
2020-08-03,New River,170,20,170,20,0.11765,0.11765,0.05625
2020-08-03,Southside,53,5,53,5,0.09434,0.09434,0.07533
2020-08-03,Roanoke,383,8,385,8,0.02089,0.02078,0.05508
2020-08-03,Thomas Jefferson,375,18,382,18,0.048,0.04712,0.0567
2020-08-03,Rappahannock Rapidan,146,10,147,10,0.06849,0.06803,0.0677
2020-08-03,Rappahannock,497,36,498,36,0.07243,0.07229,0.0576
2020-08-03,Prince William,877,77,889,80,0.0878,0.08999,0.08839
2020-08-03,Portsmouth,212,28,212,28,0.13208,0.13208,0.12348
2020-08-03,Pittsylvania-Danville,184,78,184,78,0.42391,0.42391,0.18237
2020-08-03,Piedmont,67,3,68,4,0.04478,0.05882,0.04494
2020-08-03,Peninsula,484,27,484,27,0.05579,0.05579,0.06229
2020-08-03,Richmond,447,37,447,37,0.08277,0.08277,0.06388
2020-08-04,Lord Fairfax,501,7,512,8,0.01397,0.01562,0.03511
2020-08-04,Lenowisco,108,9,111,9,0.08333,0.08108,0.0981
2020-08-04,Henrico,483,39,497,43,0.08075,0.08652,0.06815
2020-08-04,Hampton,129,10,133,10,0.07752,0.07519,0.08971
2020-08-04,Fairfax,1186,63,1287,78,0.05312,0.06061,0.051
2020-08-04,Eastern Shore,39,3,39,3,0.07692,0.07692,0.03262
2020-08-04,Arlington,222,6,236,7,0.02703,0.02966,0.03982
2020-08-04,Crater,219,28,219,28,0.12785,0.12785,0.08682
2020-08-04,Chickahominy,142,9,149,11,0.06338,0.07383,0.05264
2020-08-04,Chesterfield,540,47,558,55,0.08704,0.09857,0.08362
2020-08-04,Chesapeake,249,27,254,27,0.10843,0.1063,0.12148
2020-08-04,Central Virginia,460,21,463,22,0.04565,0.04752,0.05763
2020-08-04,Central Shenandoah,201,9,201,9,0.04478,0.04478,0.04052
2020-08-04,Loudoun,353,25,401,31,0.07082,0.07731,0.05786
2020-08-04,Cumberland Plateau,83,7,84,7,0.08434,0.08333,0.08488
2020-08-04,Mount Rogers,106,11,113,16,0.10377,0.14159,0.07835
2020-08-04,Rappahannock Rapidan,181,10,196,16,0.05525,0.08163,0.06521
2020-08-04,Norfolk,318,39,321,39,0.12264,0.1215,0.12348
2020-08-04,Alleghany,153,7,153,7,0.04575,0.04575,0.04132
2020-08-04,West Piedmont,118,19,120,21,0.16102,0.175,0.13482
2020-08-04,Western Tidewater,124,22,126,22,0.17742,0.1746,0.13756
2020-08-04,Virginia Beach,767,41,779,43,0.05346,0.0552,0.08103
2020-08-04,Three Rivers,124,7,125,8,0.05645,0.064,0.04657
2020-08-04,Thomas Jefferson,446,18,452,18,0.04036,0.03982,0.05344
2020-08-04,Southside,107,8,108,8,0.07477,0.07407,0.07522
2020-08-04,Roanoke,217,13,218,13,0.05991,0.05963,0.05604
2020-08-04,Richmond,264,19,272,25,0.07197,0.09191,0.0655
2020-08-04,Rappahannock,343,15,359,17,0.04373,0.04735,0.05483
2020-08-04,Prince William,496,41,532,54,0.08266,0.1015,0.08724
2020-08-04,Portsmouth,85,10,85,10,0.11765,0.11765,0.12231
2020-08-04,Pittsylvania-Danville,132,22,132,22,0.16667,0.16667,0.17923
2020-08-04,Piedmont,100,8,101,8,0.08,0.07921,0.05195
2020-08-04,Peninsula,277,32,281,33,0.11552,0.11744,0.07294
2020-08-04,New River,283,10,283,10,0.03534,0.03534,0.05207
2020-08-04,Alexandria,165,14,178,14,0.08485,0.07865,0.05894
2020-08-05,Mount Rogers,252,36,269,45,0.14286,0.16729,0.0891
2020-08-05,Western Tidewater,557,57,565,57,0.10233,0.10088,0.13169
2020-08-05,Lenowisco,151,28,159,30,0.18543,0.18868,0.11265
2020-08-05,Henrico,871,44,902,52,0.05052,0.05765,0.06521
2020-08-05,Hampton,263,25,272,27,0.09506,0.09926,0.0906
2020-08-05,Fairfax,1608,72,1900,99,0.04478,0.05211,0.04996
2020-08-05,Eastern Shore,88,4,92,4,0.04545,0.04348,0.03476
2020-08-05,Cumberland Plateau,71,5,77,6,0.07042,0.07792,0.08247
2020-08-05,Lord Fairfax,373,14,391,17,0.03753,0.04348,0.03551
2020-08-05,Chickahominy,232,10,246,13,0.0431,0.05285,0.05105
2020-08-05,Chesapeake,526,63,564,68,0.11977,0.12057,0.1212
2020-08-05,Central Virginia,620,66,632,66,0.10645,0.10443,0.06577
2020-08-05,Central Shenandoah,646,17,661,18,0.02632,0.02723,0.03816
2020-08-05,Arlington,383,15,452,19,0.03916,0.04204,0.03971
2020-08-05,Alleghany,177,5,187,5,0.02825,0.02674,0.03914
2020-08-05,Alexandria,270,14,321,25,0.05185,0.07788,0.05792
2020-08-05,Chesterfield,617,33,655,36,0.05348,0.05496,0.0786
2020-08-05,Loudoun,598,18,679,22,0.0301,0.0324,0.05323
2020-08-05,Crater,249,30,268,34,0.12048,0.12687,0.09243
2020-08-05,New River,349,17,354,17,0.04871,0.04802,0.05151
2020-08-05,West Piedmont,206,47,214,51,0.22816,0.23832,0.15038
2020-08-05,Three Rivers,250,22,260,22,0.088,0.08462,0.05348
2020-08-05,Thomas Jefferson,561,35,593,37,0.06239,0.06239,0.05493
2020-08-05,Southside,255,13,269,15,0.05098,0.05576,0.07118
2020-08-05,Roanoke,213,9,229,10,0.04225,0.04367,0.05375
2020-08-05,Richmond,357,21,375,21,0.05882,0.056,0.06439
2020-08-05,Rappahannock Rapidan,241,17,272,24,0.07054,0.08824,0.0661
2020-08-05,Virginia Beach,1035,93,1081,98,0.08986,0.09066,0.0825
2020-08-05,Prince William,799,70,899,94,0.08761,0.10456,0.0873
2020-08-05,Portsmouth,474,32,477,33,0.06751,0.06918,0.11318
2020-08-05,Pittsylvania-Danville,277,33,282,33,0.11913,0.11702,0.16921
2020-08-05,Piedmont,162,9,193,27,0.05556,0.1399,0.05255
2020-08-05,Peninsula,682,65,707,66,0.09531,0.09335,0.07666
2020-08-05,Norfolk,840,75,856,77,0.08929,0.08995,0.11778
2020-08-05,Rappahannock,572,28,617,35,0.04895,0.05673,0.05385
2020-08-06,Mount Rogers,235,27,251,30,0.11489,0.11952,0.09278
2020-08-06,Loudoun,660,40,732,46,0.06061,0.06284,0.05428
2020-08-06,Lord Fairfax,290,11,304,14,0.03793,0.04605,0.03586
2020-08-06,Lenowisco,78,17,79,17,0.21795,0.21519,0.1277
2020-08-06,Henrico,536,42,551,48,0.07836,0.08711,0.06709
2020-08-06,Hampton,253,31,255,31,0.12253,0.12157,0.09516
2020-08-06,Fairfax,2062,95,2249,122,0.04607,0.05425,0.04941
2020-08-06,Eastern Shore,90,4,90,4,0.04444,0.04444,0.03614
2020-08-06,Chesterfield,677,61,720,71,0.0901,0.09861,0.08024
2020-08-06,Crater,484,44,487,44,0.09091,0.09035,0.09221
2020-08-06,Chickahominy,143,12,154,13,0.08392,0.08442,0.05575
2020-08-06,Chesapeake,515,86,526,86,0.16699,0.1635,0.12774
2020-08-06,Central Virginia,1002,50,1007,50,0.0499,0.04965,0.0635
2020-08-06,Central Shenandoah,343,16,352,16,0.04665,0.04545,0.03937
2020-08-06,Arlington,510,24,558,27,0.04706,0.04839,0.04076
2020-08-06,Cumberland Plateau,130,9,133,10,0.06923,0.07519,0.08058
2020-08-06,New River,171,12,171,12,0.07018,0.07018,0.05418
2020-08-06,Alleghany,232,10,239,13,0.0431,0.05439,0.03971
2020-08-06,Peninsula,672,48,678,48,0.07143,0.0708,0.07592
2020-08-06,Alexandria,293,19,322,19,0.06485,0.05901,0.05708
2020-08-06,West Piedmont,197,20,202,21,0.10152,0.10396,0.1434
2020-08-06,Western Tidewater,378,42,381,42,0.11111,0.11024,0.12875
2020-08-06,Virginia Beach,746,87,779,89,0.11662,0.11425,0.08738
2020-08-06,Norfolk,467,54,480,57,0.11563,0.11875,0.11747
2020-08-06,Thomas Jefferson,512,32,529,33,0.0625,0.06238,0.05601
2020-08-06,Southside,264,9,268,10,0.03409,0.03731,0.06588
2020-08-06,Three Rivers,220,17,224,17,0.07727,0.07589,0.05688
2020-08-06,Richmond,348,28,359,29,0.08046,0.08078,0.06668
2020-08-06,Rappahannock Rapidan,216,16,248,30,0.07407,0.12097,0.06723
2020-08-06,Rappahannock,480,48,514,51,0.1,0.09922,0.06044
2020-08-06,Prince William,955,87,1020,96,0.0911,0.09412,0.08785
2020-08-06,Portsmouth,182,37,182,37,0.2033,0.2033,0.12605
2020-08-06,Pittsylvania-Danville,357,16,362,17,0.04482,0.04696,0.15144
2020-08-06,Piedmont,197,17,203,17,0.08629,0.08374,0.05737
2020-08-06,Roanoke,475,13,488,15,0.02737,0.03074,0.04998
2020-08-07,Lenowisco,163,29,170,29,0.17791,0.17059,0.14716
2020-08-07,Henrico,914,103,942,109,0.11269,0.11571,0.07561
2020-08-07,Hampton,188,14,191,14,0.07447,0.0733,0.09281
2020-08-07,Fairfax,1551,89,1735,104,0.05738,0.05994,0.04847
2020-08-07,Eastern Shore,83,8,85,8,0.09639,0.09412,0.04694
2020-08-07,Cumberland Plateau,146,7,147,7,0.04795,0.04762,0.08367
2020-08-07,Crater,364,40,369,40,0.10989,0.1084,0.095
2020-08-07,Alexandria,268,16,311,21,0.0597,0.06752,0.05514
2020-08-07,Chesapeake,553,53,569,55,0.09584,0.09666,0.12424
2020-08-07,Central Virginia,639,68,649,68,0.10642,0.10478,0.07477
2020-08-07,Central Shenandoah,612,27,624,28,0.04412,0.04487,0.04116
2020-08-07,Arlington,438,20,481,23,0.04566,0.04782,0.04115
2020-08-07,Alleghany,312,8,323,10,0.02564,0.03096,0.03348
2020-08-07,Lord Fairfax,330,25,345,27,0.07576,0.07826,0.0354
2020-08-07,Chickahominy,308,14,327,14,0.04545,0.04281,0.05374
2020-08-07,Loudoun,589,29,628,31,0.04924,0.04936,0.05348
2020-08-07,Chesterfield,766,103,811,112,0.13446,0.1381,0.09074
2020-08-07,New River,314,10,338,28,0.03185,0.08284,0.05768
2020-08-07,Mount Rogers,397,32,407,34,0.0806,0.08354,0.10054
2020-08-07,Western Tidewater,340,47,349,47,0.13824,0.13467,0.13892
2020-08-07,West Piedmont,236,40,245,45,0.16949,0.18367,0.15251
2020-08-07,Three Rivers,153,22,161,23,0.14379,0.14286,0.07213
2020-08-07,Thomas Jefferson,672,38,688,40,0.05655,0.05814,0.0531
2020-08-07,Southside,106,8,112,11,0.07547,0.09821,0.06633
2020-08-07,Roanoke,927,55,937,56,0.05933,0.05977,0.04574
2020-08-07,Richmond,613,81,626,82,0.13214,0.13099,0.08073
2020-08-07,Virginia Beach,810,84,838,87,0.1037,0.10382,0.08667
2020-08-07,Rappahannock,478,32,506,34,0.06695,0.06719,0.06539
2020-08-07,Prince William,840,71,886,76,0.08452,0.08578,0.08805
2020-08-07,Portsmouth,242,29,245,29,0.11983,0.11837,0.12885
2020-08-07,Pittsylvania-Danville,247,30,253,30,0.12146,0.11858,0.15152
2020-08-07,Piedmont,166,8,173,11,0.04819,0.06358,0.05656
2020-08-07,Peninsula,562,36,573,37,0.06406,0.06457,0.07845
2020-08-07,Rappahannock Rapidan,253,15,270,19,0.05929,0.07037,0.06234
2020-08-07,Norfolk,502,49,516,52,0.09761,0.10078,0.10353
2020-08-08,Henrico,773,46,804,51,0.05951,0.06343,0.0758
2020-08-08,Hampton,265,23,273,23,0.08679,0.08425,0.09282
2020-08-08,Fairfax,2317,107,2487,123,0.04618,0.04946,0.0479
2020-08-08,Eastern Shore,78,3,80,3,0.03846,0.0375,0.04959
2020-08-08,Cumberland Plateau,78,16,81,16,0.20513,0.19753,0.10312
2020-08-08,Crater,295,30,303,32,0.10169,0.10561,0.09719
2020-08-08,Chesapeake,520,66,541,68,0.12692,0.12569,0.12504
2020-08-08,Chesterfield,662,34,694,35,0.05136,0.05043,0.08633
2020-08-08,Lenowisco,113,18,118,20,0.15929,0.16949,0.1519
2020-08-08,Central Virginia,487,38,490,40,0.07803,0.08163,0.07941
2020-08-08,Central Shenandoah,305,8,316,8,0.02623,0.02532,0.04068
2020-08-08,Arlington,483,15,521,16,0.03106,0.03071,0.03974
2020-08-08,Alleghany,140,3,146,4,0.02143,0.0274,0.03534
2020-08-08,Alexandria,351,19,373,21,0.05413,0.0563,0.05701
2020-08-08,Chickahominy,251,10,271,10,0.03984,0.0369,0.05567
2020-08-08,Lord Fairfax,378,6,392,6,0.01587,0.01531,0.03194
2020-08-08,Norfolk,481,36,491,37,0.07484,0.07536,0.10141
2020-08-08,Mount Rogers,249,15,252,15,0.06024,0.05952,0.10031
2020-08-08,West Piedmont,169,22,170,22,0.13018,0.12941,0.14018
2020-08-08,Western Tidewater,402,33,408,33,0.08209,0.08088,0.13545
2020-08-08,Virginia Beach,846,75,868,78,0.08865,0.08986,0.085
2020-08-08,Three Rivers,268,20,277,22,0.07463,0.07942,0.0763
2020-08-08,Thomas Jefferson,350,13,362,14,0.03714,0.03867,0.05348
2020-08-08,Southside,136,9,138,10,0.06618,0.07246,0.06798
2020-08-08,Roanoke,590,20,602,20,0.0339,0.03322,0.04128
2020-08-08,Richmond,480,39,500,39,0.08125,0.078,0.08555
2020-08-08,Rappahannock Rapidan,195,12,207,14,0.06154,0.06763,0.06187
2020-08-08,Rappahannock,511,39,539,44,0.07632,0.08163,0.0685
2020-08-08,Portsmouth,385,46,388,47,0.11948,0.12113,0.12631
2020-08-08,Pittsylvania-Danville,187,17,189,17,0.09091,0.08995,0.14765
2020-08-08,Piedmont,102,2,105,2,0.01961,0.01905,0.05365
2020-08-08,Peninsula,1193,32,1213,35,0.02682,0.02885,0.07328
2020-08-08,New River,114,5,121,6,0.04386,0.04959,0.05823
2020-08-08,Loudoun,704,37,752,43,0.05256,0.05718,0.05377
2020-08-08,Prince William,820,58,865,63,0.07073,0.07283,0.08497
2020-08-09,Alexandria,277,16,289,16,0.05776,0.05536,0.05849
2020-08-09,Rappahannock,403,36,438,40,0.08933,0.09132,0.0711
2020-08-09,Norfolk,543,41,545,41,0.07551,0.07523,0.09606
2020-08-09,Piedmont,140,8,146,8,0.05714,0.05479,0.05594
2020-08-09,Pittsylvania-Danville,156,13,156,13,0.08333,0.08333,0.15003
2020-08-09,Portsmouth,283,36,284,36,0.12721,0.12676,0.12672
2020-08-09,Prince William,574,45,608,50,0.0784,0.08224,0.08326
2020-08-09,Rappahannock Rapidan,197,7,210,12,0.03553,0.05714,0.06067
2020-08-09,New River,91,3,92,3,0.03297,0.03261,0.05437
2020-08-09,Richmond,235,26,248,30,0.11064,0.12097,0.08829
2020-08-09,Southside,128,12,131,12,0.09375,0.0916,0.06994
2020-08-09,Thomas Jefferson,308,25,314,25,0.08117,0.07962,0.05544
2020-08-09,Three Rivers,197,13,206,13,0.06599,0.06311,0.0767
2020-08-09,Virginia Beach,887,51,908,51,0.0575,0.05617,0.08245
2020-08-09,Western Tidewater,301,41,307,41,0.13621,0.13355,0.13198
2020-08-09,West Piedmont,122,15,127,16,0.12295,0.12598,0.14116
2020-08-09,Roanoke,987,56,998,56,0.05674,0.05611,0.04291
2020-08-09,Mount Rogers,212,14,216,14,0.06604,0.06481,0.09624
2020-08-09,Peninsula,598,47,607,48,0.0786,0.07908,0.0725
2020-08-09,Lord Fairfax,351,16,358,16,0.04558,0.04469,0.03573
2020-08-09,Alleghany,88,2,88,2,0.02273,0.02273,0.03403
2020-08-09,Arlington,397,20,420,21,0.05038,0.05,0.04085
2020-08-09,Central Shenandoah,372,15,384,16,0.04032,0.04167,0.04129
2020-08-09,Central Virginia,392,38,399,38,0.09694,0.09524,0.07974
2020-08-09,Chesapeake,428,62,442,68,0.14486,0.15385,0.12683
2020-08-09,Loudoun,546,41,592,47,0.07509,0.07939,0.05427
2020-08-09,Chickahominy,182,11,198,12,0.06044,0.06061,0.05516
2020-08-09,Crater,313,65,319,66,0.20767,0.2069,0.12068
2020-08-09,Chesterfield,588,44,627,49,0.07483,0.07815,0.0812
2020-08-09,Eastern Shore,48,3,48,3,0.0625,0.0625,0.05202
2020-08-09,Fairfax,1594,106,1678,118,0.0665,0.07032,0.04984
2020-08-09,Hampton,316,30,321,30,0.09494,0.09346,0.09463
2020-08-09,Henrico,501,47,533,52,0.09381,0.09756,0.07668
2020-08-09,Lenowisco,170,24,171,24,0.14118,0.14035,0.15878
2020-08-09,Cumberland Plateau,73,7,77,7,0.09589,0.09091,0.11087
2020-08-10,Lord Fairfax,303,3,304,3,0.0099,0.00987,0.03379
2020-08-10,Crater,258,18,258,18,0.06977,0.06977,0.11832
2020-08-10,Lenowisco,93,13,95,13,0.13978,0.13684,0.15784
2020-08-10,Henrico,559,32,563,36,0.05725,0.06394,0.07613
2020-08-10,Hampton,182,16,185,16,0.08791,0.08649,0.09132
2020-08-10,Fairfax,1579,65,1607,77,0.04117,0.04792,0.05074
2020-08-10,Eastern Shore,48,6,48,6,0.125,0.125,0.06988
2020-08-10,Chickahominy,188,5,192,9,0.0266,0.04688,0.05182
2020-08-10,Cumberland Plateau,33,3,33,3,0.09091,0.09091,0.09484
2020-08-10,Chesapeake,377,41,379,41,0.10875,0.10818,0.12451
2020-08-10,Central Virginia,114,8,115,8,0.07018,0.06957,0.07908
2020-08-10,Central Shenandoah,427,11,427,11,0.02576,0.02576,0.03631
2020-08-10,Arlington,363,22,366,22,0.06061,0.06011,0.04299
2020-08-10,Alleghany,60,2,60,2,0.03333,0.03333,0.03146
2020-08-10,Alexandria,204,14,208,17,0.06863,0.08173,0.06311
2020-08-10,Loudoun,444,18,456,22,0.04054,0.04825,0.05414
2020-08-10,Chesterfield,471,22,476,27,0.04671,0.05672,0.07685
2020-08-10,Mount Rogers,116,11,125,19,0.09483,0.152,0.09475
2020-08-10,Rappahannock Rapidan,200,7,201,8,0.035,0.0398,0.05589
2020-08-10,Norfolk,326,31,326,31,0.09509,0.09509,0.0958
2020-08-10,New River,287,26,288,26,0.09059,0.09028,0.0505
2020-08-10,Western Tidewater,303,44,303,44,0.14521,0.14521,0.12752
2020-08-10,Virginia Beach,692,54,694,54,0.07803,0.07781,0.08397
